16 256 11
54 2 6
18 3 1
68 2 7
24 7 12
27 7 12
69 6 5
99 2 4
36 8 10
16 7 2
15 7 4
31 13 8
24 10 13
7 7 2
68 3 1
69 15 2
53 7 2
20 10 16
96 4 3
68 10 9
54 10 16
15 4 3
15 9 10
27 12 6
41 1 2
49 3 1
42 1 5
23 11 4
90 8 16
35 3 4
36 4 3
49 5 1
11 10 16
38 6 3
91 12 15
39 12 3
35 2 1
36 2 12
76 11 1
65 1 12
20 7 11
74 16 8
73 6 7
49 9 8
72 6 3
57 1 12
47 14 9
36 7 3
40 7 6
94 6 2
86 8 13
77 5 6
45 8 16
42 15 6
71 12 11
86 1 15
37 2 5
82 7 4
45 12 2
30 8 10
85 5 4
91 12 4
70 2 3
30 3 5
44 7 15
74 10 13
89 15 6
12 5 1
63 15 5
69 12 2
29 16 13
45 13 16
74 2 15
68 4 1
92 12 15
11 12 15
49 7 5
19 2 3
21 7 2
83 4 12
55 16 8
61 2 4
38 1 3
40 11 2
16 4 3
62 13 14
45 11 2
42 6 12
90 11 6
19 2 7
46 12 6
62 3 15
90 2 6
6 1 12
46 13 8
61 5 12
88 3 4
90 7 3
44 1 5
4 3 7
48 8 10
33 3 12
63 5 7
70 3 1
19 4 15
8 12 2
24 9 8
40 11 3
10 12 1
64 7 1
63 12 1
53 7 12
22 11 12
96 3 2
8 2 3
61 1 12
74 4 11
39 5 4
20 1 5
36 9 13
24 4 7
29 3 4
68 3 2
22 12 1
84 3 7
54 4 12
51 6 7
18 2 4
17 4 6
71 7 6
54 7 1
39 2 1
88 15 4
28 12 7
81 6 1
100 8 16
94 5 15
51 2 5
48 5 2
60 9 13
37 11 4
90 16 13
25 3 6
91 3 11
63 13 14
77 6 4
86 7 12
100 5 6
75 5 6
66 2 1
17 5 2
44 11 5
55 15 5
99 4 1
63 2 5
92 11 15
45 11 4
53 6 11
64 9 14
42 16 10
45 13 14
75 13 10
68 14 13
5 15 2
91 11 6
76 1 2
95 4 11
98 2 5
22 2 12
85 1 12
97 6 7
65 15 7
35 1 5
55 16 9
72 12 2
4 3 2
2 8 16
28 11 1
53 5 12
64 16 10
35 15 7
8 4 12
84 9 16
38 15 5
73 3 1
72 11 4
41 11 1
58 12 15
28 5 4
93 5 12
45 2 7
16 2 5
83 4 6
23 9 14
96 4 3
40 13 16
1 1 2
89 4 15
64 15 5
80 1 11
38 6 7
51 16 9
48 11 2
76 16 13
88 1 12
15 1 11
83 6 7
36 7 11
24 14 13
99 16 10
83 8 10
56 5 2
8 3 5
82 8 16
62 4 6
49 1 3
51 4 12
6 9 14
99 14 10
41 1 12
48 2 1
70 11 2
93 11 6
22 5 4
70 12 5
51 4 3
50 15 4
83 7 4
58 5 12
53 4 2
34 1 2
22 12 7
52 11 12
46 12 4
20 10 9
43 1 11
22 8 16
58 15 1
40 16 13
1 6 3
21 15 11
58 8 13
76 13 10
63 11 6
48 12 7
34 3 6
68 11 2
35 15 2
74 8 10
16 1 11
87 15 11
44 9 13
11 15 11
73 4 11
85 12 11
24 4 2
16 8 9
+1
+2
+3
+7
-8
-9
+11
-13
-14
+15
-16
