999
-9627 6725 5864 BAA
8319 9533 6329 BAB
-406 -1944 1001 BAC
6995 9031 5717 BAD
-3219 -4202 2642 BAE
4069 -356 2050 BAF
189 -4833 2421 BAG
2514 -9243 4790 BAH
-2634 6981 3728 BAI
-5639 -349 2820 BAJ
-1273 -2111 1224 BBA
3416 3024 2275 BBB
-3433 -1454 1863 BBC
152 6203 3094 BBD
-9092 -2453 4700 BBE
-9224 -8655 6329 BBF
3178 472 1606 BBG
-1273 6626 3376 BBH
1490 -1982 1247 BBI
-4229 -7605 4360 BBJ
-6996 6122 4645 BCA
-5126 -5391 3728 BCB
-9778 3224 5154 BCC
6017 -9063 5446 BCD
-2512 -3999 2371 BCE
-1838 -6860 3559 BCF
-3950 3115 2521 BCG
1590 -5214 2731 BCH
7565 2364 3969 BCI
3654 -2672 2270 BCJ
-5009 -781 2526 BDA
-8017 -8050 5672 BDB
-7305 -7458 5210 BDC
3353 5935 3408 BDD
-1957 -2420 1554 BDE
-958 8303 4177 BDF
4811 -6625 4092 BDG
-5019 -7542 4538 BDH
8851 8091 5987 BDI
-3684 9172 4935 BDJ
1294 -7540 3832 BEA
959 9355 4707 BEB
-3962 -9574 5170 BEC
-747 -6654 3347 BED
-3363 -6206 3520 BEE
8480 3553 4593 BEF
1508 6221 3196 BEG
2096 -6052 3198 BEH
-8757 8197 5988 BEI
2325 -6201 3318 BEJ
3341 8687 4659 BFA
-5127 -3142 3015 BFB
-4170 -8331 4662 BFC
-8502 4345 4781 BFD
-1737 -8058 4122 BFE
-5593 6884 4428 BFF
-1920 1445 1192 BFG
5953 9570 5633 BFH
-4989 -4859 3485 BFI
3691 -2099 2114 BFJ
8775 7642 5818 BGA
-6757 -9022 5625 BGB
2264 -6787 3583 BGC
7826 9690 6232 BGD
4756 5385 3591 BGE
-3073 -5954 3359 BGF
-2538 3584 2190 BGG
9336 9484 6651 BGH
1410 7268 3693 BGI
490 -6720 3363 BGJ
-6066 -7044 4645 BHA
-1636 -2238 1389 BHB
9899 1782 5035 BHC
-7622 2097 3960 BHD
