1000
8487 56 4239 BAA
2861 22 1430 BAB
2827 17 1410 BAC
3140 29 1566 BAD
8158 -50 4076 BAE
2855 22 1425 BAF
9638 -25 4815 BAG
326 1 162 BAH
5532 -11 2764 BAI
4749 8 2373 BAJ
5203 49 2600 BBA
5762 24 2877 BBB
2381 8 1189 BBC
1662 -16 827 BBD
1295 4 646 BBE
2785 8 1391 BBF
7987 -23 3991 BBG
331 0 161 BBH
3665 -18 1830 BBI
317 3 154 BBJ
4044 30 2019 BCA
3707 -19 1849 BCB
2322 -6 1157 BCC
5622 -24 2809 BCD
5842 36 2920 BCE
3554 -27 1777 BCF
5307 -39 2653 BCG
1851 7 921 BCH
6242 -5 3121 BCI
5267 -17 2631 BCJ
830 -6 412 BDA
6369 -6 3182 BDB
1970 3 984 BDC
7932 -78 3963 BDD
5728 -4 2863 BDE
8006 -4 4002 BDF
1888 4 944 BDG
2133 -16 1063 BDH
5415 -33 2703 BDI
2726 -24 1359 BDJ
2684 -5 1340 BEA
2097 -13 1048 BEB
1617 -6 807 BEC
328 1 162 BED
8372 -20 4185 BEE
621 -2 309 BEF
2074 -9 1037 BEG
3970 -9 1985 BEH
1063 -9 530 BEI
1366 -6 680 BEJ
449 3 221 BFA
2101 -2 1048 BFB
1130 0 565 BFC
2890 -27 1442 BFD
8016 -4 4005 BFE
7233 -67 3615 BFF
7701 42 3850 BFG
1083 5 541 BFH
8888 -30 4441 BFI
5825 -8 2910 BFJ
379 3 187 BGA
1776 15 884 BGB
3712 4 1852 BGC
822 -1 407 BGD
1322 1 659 BGE
2035 -5 1016 BGF
4968 -33 2482 BGG
1565 6 781 BGH
461 0 226 BGI
2622 12 1308 BGJ
5765 -52 2879 BHA
5070 40 2535 BHB
3006 -26 1499 BHC
6574 -20 3284 BHD
6995 61 3495 BHE
2098 4 1047 BHF
2294 -4 1144 BHG
5779 -55 2887 BHH
1649 -10 821 BHI
869 -8 432 BHJ
256 -1 125 BIA
552 -2 274 BIB
1459 -12 725 BIC
1679 3 837 BID
7478 35 3735 BIE
4850 -43 2424 BIF
55 0 25 BIG
2847 9 1422 BIH
6869 -48 3430 BII
4930 9 2461 BIJ
4043 -13 2019 BJA
5547 54 2772 BJB
1943 7 969 BJC
5469 18 2732 BJD
3487 3 1739 BJE
4606 -29 2301 BJF
5330 -46 2665 BJG
2629 -7 1310 BJH
159 -1 77 BJI
5471 -20 2735 BJJ
52 0 23 CAA
6292 -9 3146 CAB
2385 19 1190 CAC
45 0 19 CAD
6213 23 3105 CAE
636 0 314 CAF
398 1 196 CAG
5333 -42 2663 CAH
4415 -26 2207 CAI
1959 7 979 CAJ
1746 13 871 CBA
4553 -13 2273 CBB
6786 -33 3393 CBC
241 0 118 CBD
4062 -9 2028 CBE
118 1 56 CBF
3715 16 1855 CBG
2950 -19 1473 CBH
2500 10 1250 CBI
307 -1 149 CBJ
5419 -52 2706 CCA
1855 2 925 CCB
2671 0 1334 CCC
4616 -35 2308 CCD
5153 46 2576 CCE
3503 -9 1750 CCF
4362 38 2180 CCG
6979 -25 3486 CCH
2359 20 1179 CCI
858 -1 425 CCJ
2896 3 1448 CDA
618 0 307 CDB
6760 -18 3380 CDC
1745 1 869 CDD
2633 9 1316 CDE
8115 -61 4053 CDF
2099 1 1048 CDG
540 2 266 CDH
3799 -1 1897 CDI
1005 -9 499 CDJ
2049 4 1024 CEA
89 0 43 CEB
1751 -7 872 CEC
660 6 330 CED
5640 15 2818 CEE
4700 -29 2347 CEF
2388 2 1194 CEG
2101 -6 1049 CEH
840 5 417 CEI
4414 32 2205 CEJ
2710 -1 1353 CFA
4909 -3 2450 CFB
3415 30 1705 CFC
2252 -18 1126 CFD
5656 -10 2826 CFE
683 5 341 CFF
4984 37 2488 CFG
6609 -41 3304 CFH
6886 -10 3443 CFI
2142 -13 1068 CFJ
1199 -3 595 CGA
5810 52 2905 CGB
7833 -64 3915 CGC
503 -1 250 CGD
4745 16 2371 CGE
2180 19 1087 CGF
6060 24 3028 CGG
9077 -14 4535 CGH
2893 -11 1442 CGI
4454 32 2227 CGJ
5167 -14 2581 CHA
4709 -12 2350 CHB
3379 22 1685 CHC
1042 5 520 CHD
4141 36 2069 CHE
5973 54 2982 CHF
1485 1 742 CHG
7083 39 3537 CHH
6847 20 3419 CHI
3612 2 1805 CHJ
9661 -75 4828 CIA
3009 26 1504 CIB
244 2 118 CIC
1195 8 595 CID
3633 -21 1814 CIE
215 1 105 CIF
775 -1 384 CIG
4639 -33 2318 CIH
1442 13 720 CII
1256 -12 627 CIJ
863 2 430 CJA
7696 55 3848 CJB
8617 61 4308 CJC
3105 15 1552 CJD
1688 -7 843 CJE
5190 21 2591 CJF
4226 9 2109 CJG
716 1 357 CJH
138 1 69 CJI
2163 -7 1081 CJJ
1698 2 846 DAA
1536 6 767 DAB
7586 52 3793 DAC
267 -2 131 DAD
3630 26 1812 DAE
2388 -21 1194 DAF
1184 -5 590 DAG
1533 -3 765 DAH
1585 -4 791 DAI
1359 7 677 DAJ
387 -3 189 DBA
302 2 148 DBB
1580 9 788 DBC
4458 37 2227 DBD
1100 1 550 DBE
6110 -17 3055 DBF
1127 -2 562 DBG
7789 -62 3890 DBH
737 2 368 DBI
2686 11 1343 DBJ
4149 -34 2074 DCA
22 0 7 DCB
4632 26 2313 DCC
3075 11 1535 DCD
1533 10 764 DCE
8645 -6 4322 DCF
3498 11 1749 DCG
3441 -11 1716 DCH
1053 -1 524 DCI
6169 8 3082 DCJ
2213 13 1104 DDA
1078 -9 537 DDB
4456 -43 2224 DDC
3808 0 1900 DDD
1389 2 690 DDE
3179 5 1588 DDF
4983 -44 2491 DDG
6607 -1 3299 DDH
995 -5 494 DDI
180 -1 87 DDJ
41 0 19 DEA
4513 -8 2252 DEB
5061 49 2527 DEC
5978 -20 2985 DED
7313 -35 3654 DEE
3407 -11 1700 DEF
