10
6907 9997
-788728 27544 9 4
237709 564440 6 3
522503 282327 10 1
-166831 -182291 8 1
-719722 351816 6 8
-192174 613512 8 1
-122367 -419021 10 10
-989328 901393 7 6
571490 -211876 7 1
454666 -271451 5 2
-61019 28635 4 6
389814 -260937 7 6
-998331 724115 5 10
-553499 -453483 6 6
-805702 -217812 4 6
-155103 -216129 9 8
-522096 621609 2 6
-155825 853635 9 3
-119601 -172032 3 1
673557 -558406 9 6
-674032 -880887 1 7
-366179 185695 3 2
819790 -444360 10 6
77006 -502028 9 6
-24681 583454 4 10
-443240 -51095 7 4
-12156 -287634 5 7
915394 941363 9 5
-854841 808623 8 6
-244461 399247 6 7
894885 140623 1 5
-468032 335735 6 6
24152 575244 6 9
301815 -887009 4 10
-589453 -24175 1 3
-169789 533808 8 2
625 -262665 9 6
-997224 -937233 10 5
-543699 468872 1 5
-360211 -148593 6 4
-696545 -983145 7 4
863108 963249 2 5
530180 -312071 4 5
-865744 -578436 8 9
337704 225550 1 7
-651619 34748 6 9
-734517 650447 8 4
-719634 205400 5 1
-429715 -116984 9 6
658266 187357 2 9
320614 -525181 8 4
-379409 -376280 3 4
-138800 777254 1 6
293947 -354520 1 6
-15074 -454965 8 4
-749886 -70407 1 5
-31582 25357 6 10
-213357 -180581 8 8
245269 855395 4 4
-836541 -954594 1 5
-714868 300973 4 8
135231 -511520 4 1
824520 462533 9 4
618676 820950 5 1
-825458 306249 2 1
-330030 392040 4 1
-97029 -246771 9 7
-814379 -729224 5 5
-208440 -943402 2 1
-235497 -210449 2 6
315080 -219582 5 10
40413 -216680 6 3
-98217 -145212 8 9
81550 -734676 6 8
-175489 -164310 7 1
-771258 -848597 3 8
413200 -807201 8 2
-968375 -883359 8 9
901842 114315 5 6
-754946 641305 10 4
204356 -640696 1 9
5592 -98280 7 1
-901133 149352 10 9
716616 -243109 2 9
-673329 951661 6 1
620240 -682842 4 8
685350 -146289 4 5
307827 -601205 2 3
-521485 -533076 2 8
-831339 -32897 5 9
-955064 -997719 6 1
963216 -698095 4 2
882720 270791 10 6
-284173 -670464 9 6
260520 -372616 2 1
-731256 419518 9 5
-333175 -719233 10 9
-897082 958028 10 5
-993273 151240 5 1
203083 48048 6 2
615252 553064 7 8
-767325 -929755 1 6
454747 -536963 10 8
-50285 241693 10 10
-834911 -912330 8 7
521038 -490457 9 7
-396679 -402281 7 8
943788 428359 8 6
-814316 -254011 5 5
72698 -63202 10 5
904107 -735076 6 2
-885546 777106 1 4
-469168 71032 2 5
-246100 -642711 6 8
-540683 301516 9 3
121029 -350961 9 4
108621 -955443 7 6
-354445 -807779 3 4
-522556 234791 9 3
-555144 273570 4 10
-373234 -408165 2 4
-650057 -562689 2 3
139816 -861301 2 10
501370 -674164 2 8
-905167 -616672 8 1
217683 -114824 10 2
-773096 491026 2 1
-499478 -440636 1 5
116813 -658559 8 10
-814216 -5463 1 2
-967419 -625835 3 3
972377 940462 1 10
-701850 413377 2 7
-173280 832299 3 10
-485082 240150 2 6
-355499 -871755 2 8
-217863 309669 7 4
-723511 740262 5 4
-641357 -975111 1 6
52494 850963 9 3
-514908 -42684 5 1
-41940 807450 9 2
-108153 -800804 8 2
270571 -622552 6 4
-358129 669329 4 10
-26529 738820 5 10
-136658 398138 3 5
266087 -493457 4 3
-629222 871857 4 9
-738338 468509 1 10
606534 86275 2 2
-683286 -633563 10 9
914100 -616863 6 9
164915 -954040 8 1
466363 -758031 1 4
222278 -82687 2 1
-165160 -423022 1 5
-6569 -445456 10 7
-625892 -724486 5 10
783028 466671 1 4
867947 684024 4 5
780552 986288 4 10
665274 -699764 10 8
-930316 -830349 10 7
-362126 -754565 2 3
766297 369089 7 1
-42537 -127888 2 2
-628050 -771400 10 5
-596670 48632 10 8
67779 118632 3 4
839081 -762847 3 2
297956 -390182 2 1
-792871 -472856 6 1
-181584 204599 1 9
-720851 -513615 4 6
-648619 -781230 9 2
-538569 -888757 7 10
731064 -890476 2 10
-306380 681562 2 6
-520566 5949 1 3
716381 226366 9 4
-536483 608793 5 9
-938044 -643229 2 6
-20272 -532880 3 3
-560384 -366653 7 2
846523 191736 6 8
380633 -412134 4 3
-940847 -365743 4 6
-11861 42251 9 5
194160 -748862 10 6
225633 814562 7 7
590646 -216127 5 5
-666158 499328 10 3
-872873 292172 9 1
174370 -738602 3 6
808928 -387700 4 3
-26437 -685217 3 2
-615991 246221 7 4
-584231 -567469 8 10
-350514 546856 7 5
962615 -833463 7 8
-541123 625760 3 2
638231 754174 4 8
377429 -800391 5 5
-627549 -967188 10 5
-611690 900753 2 2
673225 965253 10 7
-269447 -469339 9 2
-959232 -818313 7 3
-861796 382951 3 6
181370 -550526 3 7
225317 -474174 4 5
-337429 -514021 6 10
700978 -494383 4 9
619508 -111071 7 9
471806 825199 6 10
527896 102819 5 8
904491 180683 9 1
705651 -688982 8 7
955679 304119 4 8
-920608 -621047 9 4
-451525 140204 3 3
708819 483531 6 9
350234 -932730 9 6
-30955 -856721 6 8
712687 225363 8 7
-25466 803083 6 5
120633 -755076 8 5
631682 -943195 5 3
176241 -26415 2 7
-935240 517960 3 4
-536570 101085 1 6
-996012 955200 7 1
367183 -206083 7 3
-925511 -543422 6 10
340605 842319 2 2
617774 -101486 3 7
-328717 334626 10 2
-898538 -896869 7 1
-191692 -838976 8 9
188411 -980603 1 5
-638104 -466001 6 4
514962 -719461 5 2
694286 976536 1 3
-421827 314493 6 9
284571 -493162 2 2
900415 816636 2 8
-745631 654832 5 9
195143 240879 7 5
425807 132537 4 2
351949 -880584 10 9
778550 635183 7 7
