1
1000
19 6 4772 2
36 7 9825 8
50 1 5807 10
45 6 6332 7
19 9 5196 6
42 6 6383 5
42 4 4327 10
48 10 8640 4
50 10 5170 10
44 9 4478 6
4 5 9268 6
28 5 424 2
40 10 5909 5
6 3 3614 2
21 4 8539 10
46 8 6201 2
33 7 4244 1
22 7 1708 3
49 6 4098 6
33 6 5401 3
5 3 8650 1
15 8 3075 6
41 9 7756 1
34 4 3833 7
44 3 3473 1
14 9 3534 8
36 8 5369 9
32 10 9915 5
9 10 1458 9
33 1 1204 10
2 3 185 2
38 1 2812 3
40 6 1747 3
45 1 1754 7
28 1 3097 3
20 3 6393 4
13 8 4694 4
31 7 1491 4
1 4 6835 10
38 7 2044 1
2 4 2591 5
28 10 9153 1
44 8 1329 8
17 10 7039 3
20 8 7102 5
26 5 836 1
20 6 377 6
30 4 6199 9
8 4 8207 1
20 2 2920 9
50 6 8657 5
22 6 2265 2
47 2 2672 3
7 4 1994 7
48 6 1260 8
36 7 7143 10
19 9 8298 4
29 5 5219 10
20 10 8025 7
24 1 739 6
46 4 1206 2
32 4 4955 7
43 2 7482 5
43 2 3545 7
16 5 7976 5
50 1 2822 8
14 8 361 4
3 9 5896 2
21 5 6534 8
33 1 1272 6
39 4 371 2
30 7 8889 2
5 5 8017 1
16 7 2403 7
44 8 6945 8
45 3 1748 9
7 10 7064 10
5 8 8663 5
19 9 9000 8
13 1 4385 4
32 3 2251 6
18 8 7296 4
43 3 5167 6
29 5 4851 6
16 3 2613 9
36 1 1642 2
40 10 5576 1
44 1 7982 7
50 8 4735 5
34 3 7583 3
19 4 1653 3
46 2 8657 2
11 6 2179 9
30 3 6710 6
21 5 7283 5
11 8 1612 6
42 5 1862 1
27 7 7573 5
11 2 5633 2
23 10 1705 1
42 3 1227 3
13 8 5727 2
21 7 7592 3
26 6 8437 4
4 10 9349 7
4 7 5237 1
29 6 1955 10
28 4 4248 4
41 4 4884 3
27 8 8807 4
1 3 1832 9
9 1 743 5
29 3 6326 7
30 2 1299 6
41 9 3788 1
18 5 3560 1
49 10 2919 8
16 10 3219 4
36 5 9090 1
49 9 6445 1
24 10 5744 2
7 1 3506 6
34 3 4651 4
37 7 6438 3
39 8 202 4
18 4 3127 2
39 1 9701 5
25 2 2034 3
15 9 5915 9
8 10 3640 2
38 9 6879 8
44 8 4413 5
8 3 6630 10
34 7 8551 8
25 2 2162 10
46 7 2082 5
7 8 654 9
4 7 3046 3
42 4 7097 7
13 2 8426 4
23 2 3042 10
21 5 4613 6
17 1 8025 7
34 8 1786 9
16 6 3761 3
28 10 2113 9
3 5 519 1
3 5 6727 3
33 8 1575 9
15 1 2406 9
13 7 1192 2
41 3 1172 2
40 6 8029 6
46 5 2429 5
15 3 5355 1
26 8 5329 4
27 6 4283 4
40 4 4174 8
21 7 2880 6
45 10 5564 10
23 10 2616 2
15 4 6093 5
29 1 5604 1
14 6 5843 6
11 2 3879 7
26 8 5088 4
20 10 545 2
30 8 4447 6
6 4 5466 2
26 5 9046 4
42 8 2577 7
14 3 1786 4
22 4 1490 10
13 9 800 10
24 7 1098 1
44 10 6152 10
25 3 1772 1
44 4 5578 2
14 4 5330 9
12 9 6304 3
1 10 2324 3
15 10 82 1
21 6 2251 5
36 9 1459 3
40 9 7045 2
41 7 5615 4
17 4 2903 3
21 10 5234 8
24 4 5222 10
24 8 4697 6
10 9 3940 4
12 2 6107 2
12 9 6748 6
38 5 854 7
34 8 2335 1
23 10 2907 5
18 6 621 3
7 5 4874 2
18 2 5684 1
30 5 2733 7
46 8 9034 4
20 10 421 3
24 3 6299 9
50 1 2856 6
28 2 3619 10
41 3 504 10
9 9 3596 2
2 3 8579 8
43 5 6439 2
14 4 9663 9
8 9 5003 5
13 9 835 7
38 8 7024 1
48 9 4806 6
7 6 6411 1
30 5 4778 2
11 9 5657 6
24 4 3175 9
18 8 8221 10
43 4 1369 7
21 10 4346 2
18 5 5178 1
30 2 8976 6
48 8 6510 6
21 10 7609 7
3 6 802 2
28 10 2114 9
43 4 9702 2
49 7 1418 9
49 9 2293 8
16 2 9740 6
50 9 7002 4
36 2 4206 8
10 9 9060 2
26 10 5609 8
25 4 6964 10
24 10 3991 5
9 4 6909 4
17 6 9727 3
20 8 9146 1
17 10 4977 3
39 8 5103 2
40 8 322 7
48 5 8433 9
17 1 1513 9
48 3 836 4
31 5 8855 8
33 4 6058 3
11 3 5496 5
11 3 280 6
33 8 2190 1
18 9 8087 10
27 7 232 3
18 6 6000 5
38 5 4005 4
18 3 9637 9
7 3 5933 5
10 7 8370 4
40 7 8091 10
30 1 1362 1
44 6 5563 7
2 10 5474 3
43 5 9529 4
38 10 3048 6
11 8 150 2
46 7 9457 2
2 9 1049 8
20 10 2831 6
32 7 5115 2
45 1 7583 8
47 3 18 9
25 2 9949 1
8 9 7195 2
33 3 6170 3
14 1 4329 8
33 5 6104 7
50 2 7023 6
39 7 6956 2
34 7 9424 5
17 8 3442 5
23 6 9268 5
28 6 9583 2
17 3 4745 1
2 9 2826 2
5 4 7439 7
12 8 8203 6
36 8 7667 8
26 7 3217 9
23 8 7049 10
50 10 4356 9
26 6 5258 2
18 9 2513 2
38 4 3843 10
18 8 1536 5
44 9 7498 10
30 10 4566 7
8 3 945 4
18 8 9454 4
17 1 8108 4
27 2 8216 8
28 9 8018 4
7 8 1519 6
14 3 3958 6
50 9 1645 3
43 3 2228 10
25 2 7664 8
3 3 5982 4
8 6 1786 9
36 9 6996 3
33 8 844 6
6 9 5414 1
4 5 1218 4
39 7 5755 3
10 9 4733 9
41 10 1279 9
30 10 2644 3
11 5 5121 8
48 8 5051 5
16 8 2169 2
27 8 8208 5
49 8 4028 1
33 6 2282 3
6 5 9457 10
21 6 178 8
30 8 2704 2
7 10 5487 10
34 3 3520 9
40 10 6964 6
21 5 656 9
25 2 6378 6
30 9 6386 7
29 5 2047 8
5 2 8074 2
49 7 3468 7
45 1 1947 5
11 5 3769 1
23 3 2702 2
3 7 1089 10
31 10 8289 6
43 1 5558 6
9 1 4838 6
28 4 1558 4
10 6 8840 1
11 10 42 6
50 2 4830 1
39 4 6451 1
40 1 4448 6
36 6 3573 8
23 1 3868 6
30 1 5488 8
33 4 585 6
27 9 6356 5
16 3 8263 10
22 1 2739 1
9 6 8398 10
37 5 6821 1
9 7 4659 1
24 6 9935 6
38 10 4923 3
1 8 3058 6
28 2 1922 1
45 7 9542 8
37 10 5930 6
49 7 6420 1
22 9 7332 2
17 2 5574 6
3 5 4288 3
31 7 7633 1
19 2 6999 6
27 2 3534 1
47 8 6564 7
13 2 3437 6
26 1 7094 10
50 3 3897 2
46 8 56 10
38 5 6347 9
42 2 6108 9
30 7 2384 2
35 7 6924 2
9 8 7275 10
28 10 5265 7
37 6 8411 4
44 10 496 7
40 10 444 3
40 9 7082 4
49 1 5856 3
42 8 4322 8
29 6 3259 2
18 5 2460 5
34 4 3169 3
35 2 8283 5
16 10 3361 5
40 5 6441 9
29 10 976 6
1 3 8165 4
23 8 1431 9
26 3 3184 3
12 8 7118 3
22 5 8551 3
29 6 8405 5
30 2 6128 9
24 1 3846 6
40 7 1141 7
33 7 9533 6
25 10 1204 3
1 9 4533 10
13 6 6900 3
18 10 675 1
25 6 7606 6
23 3 3188 8
47 9 498 4
5 5 7576 1
6 5 8735 10
23 6 715 10
24 7 4001 5
44 9 2664 7
38 7 4325 2
45 8 239 9
18 6 6780 5
47 1 4402 10
37 5 9499 6
21 1 7924 5
45 10 1343 6
33 8 7184 7
35 7 2739 9
35 3 634 8
48 2 4115 6
41 6 8121 8
4 8 1501 10
50 4 9794 9
31 10 446 2
41 8 7189 3
33 1 7752 4
42 2 9625 6
31 6 7397 5
13 2 2552 1
19 8 9615 1
2 9 5435 9
45 10 9260 1
47 10 3444 6
42 8 4396 10
15 4 6032 10
47 4 5188 3
8 8 6170 3
13 3 7448 3
31 2 7920 8
20 8 5002 3
29 3 2169 1
22 2 9847 3
24 9 1794 9
19 4 8126 2
4 6 2172 8
45 8 335 9
26 7 8520 9
37 1 6568 3
5 1 5631 1
7 1 3009 10
28 2 7123 5
42 6 8035 1
33 5 2361 8
39 5 3548 10
18 5 4756 9
48 3 7541 7
49 10 5810 4
39 6 7648 6
48 10 7991 10
27 4 9412 8
48 6 4301 8
35 8 248 7
36 1 7289 3
15 1 5394 4
41 7 7869 6
38 1 6318 10
12 9 7026 6
34 4 1983 2
42 3 9283 6
16 6 5162 3
39 3 8571 2
9 7 9213 10
7 4 1678 4
15 5 9969 7
47 8 5368 7
48 9 3462 9
38 4 4888 3
44 6 2041 2
4 2 8813 1
9 10 9414 3
21 7 3646 1
47 7 8050 9
8 10 9259 3
36 9 1046 7
3 4 4151 7
26 9 1821 10
32 1 3299 1
44 7 1902 4
25 5 7947 2
41 2 4680 10
33 8 6225 3
17 6 5393 9
34 3 4428 5
18 1 9663 2
49 7 225 2
6 6 2020 7
9 7 1135 6
20 6 3931 2
4 10 3788 6
37 5 4662 2
27 4 5139 4
27 3 8485 1
39 6 4858 7
50 1 8743 5
20 8 6791 6
34 6 755 7
9 5 4513 8
17 8 724 6
6 1 7479 3
39 4 6488 6
49 4 9203 9
36 5 6473 2
1 4 9358 7
43 8 3287 6
7 1 451 6
5 6 6652 7
23 5 3396 4
32 1 6960 6
39 4 4847 4
41 9 8391 10
41 8 6624 10
22 6 6720 7
13 8 8886 3
30 4 2285 9
37 3 694 9
33 7 8115 2
42 4 6290 2
39 4 6995 1
21 7 1912 6
31 1 9876 5
15 9 7053 4
29 1 3479 10
47 3 6024 2
41 7 8315 8
16 5 7023 3
39 1 2107 3
34 2 2596 9
16 4 2925 9
10 7 9485 10
7 6 7930 3
36 1 8983 3
42 1 2638 8
18 6 7419 3
19 7 9152 7
42 3 6125 3
8 5 3712 4
19 5 7546 6
26 8 3429 6
3 9 8254 1
44 3 884 1
35 10 1289 9
34 7 8257 3
11 7 881 5
7 2 3863 6
26 6 8454 1
23 1 5784 1
28 5 1001 4
43 3 6374 2
13 8 6524 5
27 6 8462 5
22 3 586 6
5 9 4825 6
32 7 406 6
42 6 8739 8
8 4 6708 2
13 1 7498 7
40 6 1273 8
28 7 6919 6
1 6 1221 3
49 6 8782 1
30 2 6061 3
14 10 1366 9
15 9 8298 5
16 5 9769 5
41 6 1876 3
20 7 60 9
2 10 8237 7
44 8 8957 6
5 1 4271 7
27 3 5952 9
40 6 2679 10
46 8 9114 2
17 7 4015 10
20 4 4603 7
15 2 9614 10
16 3 3406 1
42 2 4209 7
43 4 5762 2
45 1 7319 3
31 8 8886 7
12 1 8032 1
7 6 8470 10
43 5 4068 10
46 9 1546 5
2 4 7429 7
31 3 6378 9
43 10 3798 6
46 10 2275 2
34 10 3241 2
10 6 5436 5
19 2 203 2
47 4 775 9
9 6 5424 1
49 10 8377 7
50 5 9791 3
29 7 7882 10
4 2 574 8
14 1 1148 1
1 5 7549 9
43 10 8237 9
6 5 3733 6
10 10 3966 1
1 6 6654 9
14 9 1202 3
36 4 9203 3
38 9 2455 6
36 7 2712 2
14 2 1301 3
5 2 9351 9
17 7 3578 10
21 7 9471 1
22 10 2483 4
23 3 6460 9
48 6 4827 4
38 9 2374 5
27 1 854 3
19 4 492 1
30 5 4236 2
32 4 6862 8
31 6 4533 4
23 7 9549 5
48 7 3610 7
19 7 6388 3
31 9 4775 8
27 6 4742 4
39 10 7315 3
13 8 9990 9
32 4 8224 5
7 3 9049 6
25 4 1986 2
5 1 7294 3
28 8 9073 8
12 3 5497 7
9 4 4127 4
4 4 83 4
27 10 3995 1
20 6 260 4
41 2 2339 5
31 9 9486 5
21 9 1596 1
41 9 4345 4
8 3 9393 6
8 1 4594 8
49 8 9551 6
22 9 1314 1
31 5 2013 10
27 2 2497 3
27 10 6622 9
9 3 6954 2
18 8 5752 9
10 2 7788 5
19 7 5010 6
5 7 4919 3
9 1 4736 7
41 1 2546 2
50 8 2288 6
20 6 703 2
27 5 1267 5
28 10 1440 8
35 2 1932 3
44 7 6566 7
21 5 4252 7
22 4 3310 10
43 3 9529 1
23 2 7149 8
10 8 2819 1
14 4 3031 4
35 2 3830 10
11 7 4051 7
36 9 352 7
10 6 8048 10
3 9 6130 10
10 7 4038 3
10 3 1239 1
4 6 3630 1
40 7 4840 4
9 7 6546 1
3 4 9387 5
28 6 3220 2
13 5 7138 10
25 7 9839 6
33 5 6367 10
23 2 5553 1
17 6 3784 5
38 9 3734 6
41 6 1343 6
20 2 325 1
20 2 80 1
14 4 1036 9
19 2 7066 2
37 10 5611 10
21 10 1374 9
20 4 420 5
19 4 9066 4
48 2 4207 10
36 3 5989 5
16 2 5967 1
38 2 5193 3
14 4 2313 9
8 4 4387 3
39 3 6990 5
4 5 2685 7
30 8 8206 9
39 5 3976 1
48 6 9246 6
12 3 7739 3
15 2 8901 1
17 1 6878 10
19 7 3162 9
10 6 8455 5
21 7 2639 6
1 5 8353 1
34 1 3099 9
32 8 1680 8
43 8 4636 6
14 6 7943 2
22 6 3498 3
13 3 6951 9
4 1 4155 4
43 7 9688 8
3 3 2507 6
39 6 2664 4
38 9 9593 3
23 3 9734 10
11 5 3891 8
10 8 6078 10
1 2 2592 5
16 10 2692 4
6 9 6833 4
10 3 690 3
6 6 8089 3
2 7 1586 4
25 8 6679 10
44 2 8395 6
3 6 4489 2
15 8 6542 10
35 5 8337 8
18 8 3662 3
37 5 3430 2
39 9 4787 5
2 6 8059 1
7 4 8366 9
14 4 7442 9
28 6 7004 3
50 8 2287 7
8 6 6557 3
31 10 4381 2
21 6 1265 3
37 9 6403 2
28 1 4312 8
48 8 3270 3
42 4 9751 8
17 3 2574 7
23 6 4380 5
33 2 9001 3
46 7 4243 7
5 8 2435 4
15 6 8902 4
19 10 5233 6
22 5 2215 6
7 3 2963 6
5 4 6670 4
35 10 5991 10
16 5 498 2
32 2 6237 8
41 8 3930 5
45 10 7280 4
31 2 1603 10
26 4 7056 7
33 3 752 7
32 6 273 8
10 2 5093 8
28 6 4742 2
34 4 5891 5
9 5 5021 6
50 7 1155 6
30 6 2522 2
42 10 1524 8
43 9 7412 3
1 9 7284 9
15 2 2786 1
31 2 9057 4
32 5 9253 4
30 2 5519 5
11 10 7252 6
25 4 8744 9
30 7 2779 2
35 7 2935 4
6 9 7988 6
29 3 7043 7
50 10 643 1
36 10 1358 9
4 7 4755 5
16 7 9340 8
33 3 1827 4
48 10 9428 2
33 10 1344 1
14 5 3194 1
43 10 3955 3
48 8 1112 6
24 7 6458 6
35 3 2337 1
44 5 4550 5
14 8 4085 8
27 10 2154 2
20 3 8212 2
20 5 3697 1
30 7 3318 7
15 7 3756 5
25 3 1877 6
42 5 7106 3
9 9 1681 1
28 6 9990 3
12 3 9699 2
49 10 4408 8
44 7 4830 5
28 8 7358 2
12 9 9738 5
40 4 8000 5
49 4 5167 4
7 3 567 10
9 1 5797 10
42 5 3828 7
4 9 9864 1
12 7 6883 9
24 5 1037 4
50 6 2766 10
12 3 4936 2
17 10 8225 10
24 9 1130 8
43 3 3666 8
3 7 8877 3
13 1 6383 7
43 4 3344 8
21 10 4662 3
16 8 9091 2
42 10 6343 3
21 5 1954 10
43 4 2940 5
32 6 4644 7
7 7 8741 10
20 6 9490 7
15 6 1541 2
15 1 7240 6
29 7 4879 6
11 8 4925 4
20 8 1199 9
