200
4921 -27 2458 BAA
4526 -37 2262 BAB
827 -4 409 BAC
3036 -21 1516 BAD
1595 11 794 BAE
299 2 148 BAF
1032 -3 516 BAG
5140 46 2567 BAH
3398 16 1695 BAI
1366 1 683 BAJ
3496 12 1747 BBA
1486 -8 741 BBB
1380 -10 689 BBC
1168 -10 582 BBD
4631 -34 2314 BBE
4825 -31 2408 BBF
221 1 109 BBG
2507 -2 1250 BBH
7716 -33 3857 BBI
4298 -7 2145 BBJ
4981 -49 2486 BCA
731 -2 363 BCB
1150 2 573 BCC
3147 -12 1572 BCD
1956 3 974 BCE
1647 3 819 BCF
8587 -58 4292 BCG
3172 -26 1582 BCH
128 0 62 BCI
6048 59 3022 BCJ
6898 18 3448 BDA
1839 -1 916 BDB
1312 6 653 BDC
3671 -24 1835 BDD
404 0 198 BDE
3092 25 1545 BDF
670 0 335 BDG
163 -1 77 BDH
2495 -13 1243 BDI
2232 11 1113 BDJ
5458 2 2727 BEA
1553 -4 774 BEB
6560 -64 3279 BEC
2096 -10 1048 BED
2778 -18 1386 BEE
2783 -22 1388 BEF
6700 -4 3348 BEG
5069 -47 2533 BEH
1808 13 900 BEI
7460 -36 3730 BEJ
5513 22 2755 BFA
4918 -19 2459 BFB
8651 24 4324 BFC
2464 -19 1230 BFD
7091 -60 3545 BFE
8434 -43 4213 BFF
6623 18 3307 BFG
7773 72 3886 BFH
2575 23 1287 BFI
1761 7 877 BFJ
2593 -4 1294 BGA
1247 1 619 BGB
6917 34 3458 BGC
2003 -3 997 BGD
204 -2 98 BGE
474 -2 236 BGF
5912 -57 2955 BGG
1992 -14 996 BGH
3184 -3 1589 BGI
1576 8 788 BGJ
6301 24 3148 BHA
2235 9 1114 BHB
6078 20 3035 BHC
1302 9 649 BHD
7313 6 3654 BHE
6767 -52 3380 BHF
276 -1 138 BHG
810 4 403 BHH
2804 -24 1398 BHI
3280 -24 1638 BHJ
115 -1 53 BIA
3222 -2 1610 BIB
2991 0 1491 BIC
1208 -10 601 BID
1991 17 994 BIE
6280 29 3137 BIF
1007 -8 501 BIG
3966 -9 1983 BIH
539 -4 265 BII
7824 -62 3909 BIJ
9701 -3 4850 BJA
1137 7 565 BJB
3184 2 1591 BJC
4630 3 2311 BJD
8658 -32 4329 BJE
2308 -4 1153 BJF
605 -4 302 BJG
4209 11 2101 BJH
5922 -12 2957 BJI
1768 1 883 BJJ
2212 -17 1106 CAA
1383 -2 690 CAB
2263 7 1129 CAC
2728 12 1360 CAD
5842 58 2919 CAE
1070 -8 532 CAF
3871 -5 1931 CAG
3280 11 1639 CAH
173 -1 84 CAI
125 -1 61 CAJ
1505 11 751 CBA
1144 -5 571 CBB
7921 -58 3958 CBC
3557 1 1776 CBD
2723 20 1360 CBE
3558 8 1777 CBF
561 -3 276 CBG
1845 10 918 CBH
1209 -7 600 CBI
3360 20 1677 CBJ
231 1 114 CCA
1462 -9 731 CCB
2203 -13 1099 CCC
6681 50 3337 CCD
3538 27 1765 CCE
2024 15 1011 CCF
2522 -4 1259 CCG
457 -3 228 CCH
8209 -8 4103 CCI
3395 24 1694 CCJ
1737 -11 868 CDA
4990 46 2495 CDB
574 1 283 CDC
2658 -12 1327 CDD
1682 10 840 CDE
4206 -38 2101 CDF
3581 16 1787 CDG
2293 -1 1143 CDH
6699 29 3349 CDI
8469 67 4233 CDJ
8473 22 4234 CEA
1504 -13 749 CEB
2427 3 1209 CEC
2163 -5 1077 CED
7859 75 3926 CEE
58 0 28 CEF
4523 -45 2257 CEG
3629 8 1814 CEH
973 -8 482 CEI
3321 6 1656 CEJ
4360 7 2180 CFA
84 0 39 CFB
7010 -11 3501 CFC
3424 -6 1712 CFD
1161 3 577 CFE
3466 -33 1732 CFF
5833 17 2916 CFG
1777 -14 885 CFH
531 -5 263 CFI
5000 -28 2496 CFJ
823 3 411 CGA
3861 -3 1930 CGB
765 -2 381 CGC
3963 2 1977 CGD
4946 39 2472 CGE
1037 1 514 CGF
8406 34 4203 CGG
4919 -7 2455 CGH
5877 -47 2934 CGI
263 -1 130 CGJ
2983 -19 1491 CHA
4543 8 2268 CHB
5369 0 2681 CHC
6520 6 3256 CHD
6590 -25 3292 CHE
1529 4 761 CHF
5384 -45 2692 CHG
4372 14 2182 CHH
1467 -14 732 CHI
6399 46 3196 CHJ
5140 6 2569 CIA
3747 -24 1873 CIB
863 0 429 CIC
6631 25 3313 CID
488 -4 243 CIE
2968 -3 1484 CIF
4095 8 2047 CIG
6541 31 3268 CIH
2225 -15 1109 CII
7137 33 3564 CIJ
3818 -32 1908 CJA
1697 14 845 CJB
185 1 88 CJC
1681 0 838 CJD
581 2 286 CJE
2114 7 1057 CJF
4777 20 2386 CJG
3084 -17 1539 CJH
3748 -16 1872 CJI
8533 -8 4263 CJJ
