50
8893 -1969 4544 BAA
-8520 5685 5123 BAB
5302 -4032 3320 BAC
8908 2744 4652 BAD
2556 -2237 1690 BAE
2321 -6087 3250 BAF
7986 6113 5035 BAG
5426 5564 3893 BAH
-9188 -2365 4739 BAI
-4162 1671 2236 BAJ
-563 5865 2943 BBA
2660 3676 2266 BBB
-900 -5488 2777 BBC
-4558 -7210 4269 BBD
-3282 1769 1869 BBE
7842 6034 4949 BBF
-3039 -1813 1763 BBG
7067 -3389 3925 BBH
-2088 -2249 1540 BBI
6866 1448 3501 BBJ
-6572 6273 4533 BCA
-6043 -2959 3358 BCB
3082 -9065 4796 BCC
902 -6357 3208 BCD
3486 4984 3038 BCE
6655 -4985 4165 BCF
-2959 -4376 2643 BCG
4178 2837 2526 BCH
-8137 3416 4420 BCI
5417 -7733 4725 BCJ
4193 -1304 2199 BDA
3199 5128 3032 BDB
4388 -9013 5019 BDC
475 -6643 3331 BDD
3430 2452 2112 BDE
8348 1756 4274 BDF
1281 9634 4850 BDG
7453 -9849 6174 BDH
-9572 -7935 6206 BDI
-2072 -5986 3172 BDJ
8427 5324 4992 BEA
-9854 -4061 5319 BEB
-80 -5503 2757 BEC
-6445 5990 4406 BED
-9154 9001 6425 BEE
-2740 -446 1388 BEF
-2834 5082 2918 BEG
-2663 5260 2953 BEH
-8638 -3639 4695 BEI
4125 -6495 3856 BEJ
