15 930
0 1 100000
16 1 100000
0 2 100000
16 2 100000
0 3 100000
16 3 100000
0 4 100000
16 4 100000
0 5 100000
16 5 100000
0 6 100000
16 6 100000
0 7 100000
16 7 100000
0 8 100000
16 8 100000
0 9 100000
16 9 100000
0 10 100000
16 10 100000
0 11 100000
16 11 100000
0 12 100000
16 12 100000
0 13 100000
16 13 100000
0 14 100000
16 14 100000
0 15 100000
16 15 100000
9 15 9383
3 15 6915
11 14 5386
14 5 1421
12 2 8690
13 11 3926
1 14 9172
5 2 5368
8 5 5782
11 14 5123
10 15 3929
16 6 3058
4 10 1393
9 3 8042
2 6 4421
13 3 8537
2 9 8315
4 9 3526
0 6 9956
5 10 9170
4 10 2305
1 2 6327
2 5 846
14 11 5857
3 13 9582
14 10 3367
15 4 4043
7 15 6808
4 6 5788
14 5 2651
15 16 9932
0 10 3368
14 4 6226
16 9 7539
3 7 1434
14 15 6601
1 10 3317
7 8 756
14 0 4286
2 10 9689
9 9 8440
3 11 8117
15 14 4481
15 3 8927
13 5 9497
11 2 6965
13 14 6219
4 5 2871
4 4 9503
15 6 3368
15 14 6340
0 11 723
15 16 2846
1 2 3555
6 11 7764
0 16 2350
14 0 7034
2 2 4914
14 12 3743
4 1 8365
9 9 1432
11 10 9228
10 4 1474
12 5 4395
15 4 8235
14 16 4428
15 14 5928
0 8 2404
3 14 4613
13 8 6840
5 15 5128
6 13 7917
2 2 3324
7 6 2183
2 11 9772
9 4 5590
7 15 2954
6 13 8082
12 5 197
11 4 8804
9 5 3622
13 16 7343
15 11 4340
4 9 3810
6 2 5661
2 1 1305
0 14 9444
4 8 3465
10 2 8282
5 8 7637
10 1 2600
0 16 1899
12 12 7468
12 2 7131
14 15 8933
16 5 163
4 13 8899
13 1 3773
15 13 7190
14 11 6466
15 3 2090
5 13 5542
1 2 7445
11 6 8418
1 6 3348
14 13 2009
10 12 6342
3 3 9301
7 15 5321
2 3 4599
13 13 5939
0 7 5667
2 2 1127
0 0 6658
6 3 2422
10 11 4081
6 1 9292
9 3 3850
7 10 1222
1 14 6042
14 7 2298
12 5 2590
15 9 8819
6 5 1155
9 12 379
