0
1
51 98 -61
1
43 -99 -93
1
25 22 89
1
-63 36 -21
2
-96 -18 45
-8 -62 12
3
-91 -73 -11
79 -32 35
-50 -94 -23
1
99 24 -90
3
64 -28 65
32 -54 -56
70 8 12
2
97 67 -99
41 85 -97
5
-65 3 78
-90 -35 -21
75 -61 -61
39 -38 -96
-15 -72 -95
1
-46 88 -73
1
17 15 -23
6
33 12 -73
-72 -93 25
-87 -40 -48
-33 -53 -20
-22 -38 9
-48 -48 49
2
-51 -31 6
44 -9 -93
6
42 8 93
67 58 -21
16 34 33
57 51 -40
75 49 40
-48 61 99
4
34 34 -53
93 59 38
-27 58 -13
-25 19 -15
5
26 -1 71
-82 -93 13
35 15 92
-51 -33 30
-1 -41 98
5
-93 -19 96
-58 -46 28
7 30 -1
32 99 35
-89 -21 17
5
76 -62 -41
-40 3 -100
94 87 -52
85 63 -35
-67 72 -88
113
-89 87 -59
-79 -11 -59
65 -74 -61
41 93 -68
-69 94 -56
63 92 79
25 -29 -5
61 7 -57
43 -31 -71
84 -10 -32
-36 62 -26
-69 3 -84
20 49 12
-1 33 -98
18 58 -93
62 72 69
-64 54 -79
83 -23 -94
73 -38 23
52 60 -72
-36 27 -40
-3 89 -71
70 -3 -31
-51 100 -71
-95 53 -98
45 -56 -23
86 -10 -71
53 37 -83
32 6 -35
-70 32 -73
-32 -31 -94
85 -81 -98
65 5 32
28 -10 -79
7 93 58
24 25 -87
39 -24 -31
53 6 -100
80 24 -30
86 6 -6
44 -10 -37
-3 2 -30
-61 44 -35
-19 -87 -92
50 67 -36
71 -18 -7
48 30 -99
23 19 -5
39 -21 -4
1 -72 -54
31 64 -47
-52 39 -95
90 -3 -49
60 76 -21
44 -88 -94
67 -19 -3
-4 42 -23
-49 41 -11
26 -65 -61
-19 35 -39
10 -22 -27
-49 61 -64
86 -23 17
-18 -3 -90
71 43 3
98 95 94
-64 -30 -72
-25 -50 -97
66 94 75
-68 -24 -79
93 97 65
-80 65 -90
57 75 61
3 49 33
-33 95 -24
26 84 -45
45 29 9
-54 53 -62
55 63 -53
-29 19 -79
68 -47 -24
-50 20 -80
26 96 54
31 100 55
13 -72 -46
72 -26 -94
60 79 19
5 49 -59
32 100 11
2 -25 -44
40 31 -60
-3 -9 -82
33 12 -3
5 81 -26
-57 -34 -67
70 -82 -98
87 64 -92
82 -60 -16
54 -11 -46
6 88 -100
40 48 57
-46 48 -92
-41 17 -74
-61 91 12
-53 40 -87
81 100 25
-100 64 -95
85 22 -95
66 63 3
99 -49 -71
92 90 38
26 21 -13
-99 63 -67
87
57 -70 68
75 14 96
-75 -45 -6
-86 -73 31
60 -92 24
-97 21 16
83 -55 87
-23 -94 -7
-48 18 99
-43 -20 -22
9 -10 29
-36 -41 61
-84 27 -32
74 -12 90
-8 -26 43
-38 -41 37
-81 -34 68
-23 -87 -62
88 -71 65
-12 8 54
-2 21 63
-99 5 -36
83 -26 59
-89 -43 -39
8 -84 76
-90 -100 -42
18 25 33
1 46 88
-86 76 33
-22 -78 85
47 47 71
-21 -72 84
-63 28 50
-12 49 28
-37 -59 -24
-51 -38 -25
-6 -100 54
-57 13 86
-11 51 34
-80 -6 38
-70 -76 36
-34 -29 36
61 -19 38
-79 41 66
-56 -93 -64
30 -42 47
-55 44 9
-61 80 29
-33 -96 30
8 36 52
-27 30 9
-40 -41 67
31 57 87
-46 -100 -41
34 -79 74
82 -100 28
40 34 76
-94 -51 89
78 -69 89
-44 -94 -45
61 46 89
36 -91 67
-85 -53 -82
-97 76 100
42 -70 48
-57 -86 73
-51 -80 79
-90 56 65
-100 -48 -95
88 -79 78
-16 -54 -30
-18 44 85
-39 -46 99
98 -25 58
-33 -44 98
2 -91 -13
6 -59 81
-9 47 68
-9 -14 15
-94 49 -20
83 -90 35
-58 47 50
48 -85 65
33 -47 39
62 -93 78
1 63 48
7 -39 63
97
-90 97 30
45 98 13
73 -69 84
-27 44 31
79 61 -75
-1 -55 82
62 89 -69
46 -39 75
-24 42 30
-30 -7 30
49 5 -9
25 79 92
9 -73 87
-60 90 -48
-60 51 91
-54 23 43
76 93 -65
90 13 91
-69 88 69
51 99 33
52 95 -95
-5 70 48
-23 -30 38
-52 81 63
31 32 57
-27 -57 70
-57 -24 68
-52 57 -21
87 96 29
51 94 9
-3 17 17
-84 44 31
-56 37 57
-89 85 13
26 85 10
24 -35 25
-89 -32 70
-54 94 54
56 10 9
91 -50 59
-3 29 34
55 64 16
85 -16 17
-66 -4 35
54 -8 28
36 86 56
94 91 24
98 46 -62
31 -7 32
-54 -31 81
69 100 -56
96 57 -62
3 -12 31
-20 45 55
12 95 -31
26 -21 26
30 -12 31
-70 -16 100
-46 39 63
5 38 8
87 22 8
41 -86 97
60 40 -24
67 -1 98
79 81 23
6 -29 83
66 -1 -1
-49 62 57
100 -7 29
61 -81 45
72 -25 66
89 54 -78
33 92 29
93 2 48
37 -27 74
76 65 16
48 -99 82
79 -24 85
88 76 40
-41 14 40
-33 66 -18
31 70 -30
10 73 62
-98 78 34
94 -82 42
-33 85 71
33 -39 71
41 -19 23
-63 29 56
72 22 25
-37 2 78
-36 70 12
-65 -43 65
-44 42 49
-96 38 81
83 25 9
-11 -54 82
103
-6 -100 -82
-58 -99 -53
54 -92 -75
-79 18 -100
30 -96 -56
52 -100 -22
-42 -96 -75
-24 97 -74
-26 50 -66
-89 -34 -50
49 -29 -10
24 -21 -5
-29 -4 -99
5 -9 -44
45 -86 35
-78 -54 47
-92 -13 36
-90 27 -14
30 -76 -61
37 19 -97
-29 9 -33
-89 40 -96
31 12 -49
-88 -70 -86
36 -74 -24
-16 7 -50
-74 -36 -22
-1 -67 -1
14 25 -60
-80 -90 -83
-53 -56 24
-60 -67 -4
39 -81 -9
-33 21 -65
67 -96 20
34 -99 65
-93 -1 -69
-46 10 -38
-89 21 -54
-26 12 -20
71 -50 -51
-74 -57 10
72 24 -76
59 -10 -96
-42 -52 -62
17 -26 -69
77 -86 -68
10 -68 -66
-36 -20 22
31 14 -83
-35 -82 10
43 -74 8
63 -31 -4
45 -96 -69
0 14 -36
35 7 -96
-92 -45 50
36 -86 -38
85 -100 -100
-90 -98 49
-33 -16 -30
87 53 -98
-64 -31 14
17 9 -100
-85 14 -11
99 -15 -40
64 -93 -15
12 -42 -62
88 -56 -43
100 -22 -85
-62 -79 -41
4 -62 24
-13 -34 -70
-25 -97 -25
32 -45 -64
-12 -46 -36
-46 -97 57
-48 77 -89
-47 -92 -61
-11 -54 -57
53 -50 -54
-41 84 -63
-14 -38 -88
-80 -60 -46
36 88 -94
-48 69 -60
-59 -93 -63
-15 10 -13
19 7 -55
-42 43 -43
-80 -99 22
65 -42 -1
71 26 -85
-70 -47 -49
38 -47 -72
-38 42 -55
74 -44 3
-28 77 -72
-87 40 -75
84 -20 -43
1 15 -96
-87 9 -17
41 74 -98
98
72 50 94
5 -71 -100
12 22 49
67 24 -17
89 -55 23
52 55 57
-8 -22 59
45 -64 69
-44 -88 47
5 -63 -45
-93 -97 29
-10 -47 28
-12 43 100
21 -41 -27
26 -34 -74
33 -62 -29
-44 -7 65
40 -77 -71
82 -38 73
81 -83 21
-43 -95 96
-57 -54 -8
72 68 28
-6 -2 45
78 -2 -55
-30 -74 7
-29 -83 89
94 45 -14
89 -70 91
89 -88 75
0 -79 61
36 -39 53
24 -95 -52
25 33 22
45 -10 -13
1 19 39
83 57 -11
-49 -69 4
23 -44 -6
89 52 34
-25 -94 84
27 -98 -61
31 -39 22
2 12 53
67 88 74
21 -85 80
30 -94 -70
-34 -61 54
28 -55 -38
-46 -5 99
45 25 3
75 -81 91
-85 -14 80
69 -96 25
-43 -18 70
-30 -30 -2
81 2 7
-58 -94 81
65 -44 -45
88 -48 12
-15 -17 87
35 -44 -55
41 -49 -17
41 -75 23
11 40 79
16 -67 54
26 -49 36
69 -62 38
67 0 -66
-50 -100 70
-1 -68 96
51 -92 18
4 -15 69
90 -97 57
72 -95 -86
-9 -79 6
-7 -7 89
36 -36 -90
46 -57 16
60 -86 21
25 5 -8
18 25 55
48 68 99
46 -41 -93
35 69 87
75 -89 -35
32 -33 -81
33 -61 -16
-3 -69 -28
4 -37 -23
65 -35 -39
94 -85 31
70 13 36
-40 -8 90
-30 -48 -7
-20 -85 -19
86 61 42
48 -78 79
102
-88 -64 3
0 100 42
-37 58 18
-94 -26 -32
82 92 24
-45 43 -72
-89 86 6
20 30 -8
-95 99 62
3 55 -64
-45 6 -20
-66 4 50
43 20 -74
29 92 -15
-99 17 2
-73 22 58
-21 -39 -62
43 86 -34
-85 91 -85
-59 19 -94
-24 20 23
-14 55 -50
-69 84 -39
62 69 -57
-73 -9 61
55 85 -42
-50 50 100
-35 41 18
-100 -18 51
7 94 -30
-40 26 -5
-31 76 96
-32 91 36
-91 94 -72
51 33 -60
-25 90 16
-45 0 -88
-4 37 29
-69 -27 41
35 97 46
-90 7 -79
-62 7 3
-95 85 12
46 19 -41
-59 1 -85
-94 86 59
-50 74 10
84 100 17
-81 14 27
-91 -31 11
45 37 -9
69 96 -11
88 79 -89
-72 15 -38
5 24 -18
-85 95 -3
-69 24 93
-26 72 26
71 16 -100
-76 -60 -81
-6 75 -90
-82 -68 -8
-73 -37 -12
-35 30 -84
-70 -27 -80
-45 85 -60
-34 41 71
-78 -7 -15
27 84 -71
48 51 -20
32 56 -86
-38 21 38
-93 43 -70
-90 48 -27
80 37 -74
16 62 61
-70 17 -88
-14 78 46
60 7 -68
36 94 -54
6 55 -100
72 14 -86
-58 89 -30
-3 -14 -39
-48 84 -72
-100 -30 57
-4 80 -37
28 15 -94
67 66 -59
50 11 -40
-88 89 75
-66 96 -97
-96 -22 -58
-62 75 -27
-49 96 -98
29 60 -83
40 53 -68
-96 85 45
41 69 40
44 23 -83
-92 -79 -67
0 51 39
103
