5 910
0 1 100000
6 1 100000
0 2 100000
6 2 100000
0 3 100000
6 3 100000
0 4 100000
6 4 100000
0 5 100000
6 5 100000
2 4 9383
3 1 6915
1 2 5386
5 2 1421
6 4 8690
1 3 3926
3 2 9172
2 5 5368
5 5 5782
5 1 5123
3 0 3929
2 3 3058
2 0 1393
4 1 8042
6 0 4421
2 6 8537
3 1 8315
1 0 3526
4 2 9956
3 1 9170
4 6 2305
5 3 6327
3 4 846
3 5 5857
3 3 9582
0 4 3367
0 0 4043
0 5 6808
0 4 5788
1 1 2651
5 4 9932
1 0 3368
4 6 6226
0 4 7539
1 0 1434
6 0 6601
6 0 3317
2 4 756
0 6 4286
1 6 9689
3 3 8440
4 3 8117
1 5 4481
3 4 8927
1 5 9497
1 1 6965
0 5 6219
4 4 2871
3 4 9503
3 3 3368
4 2 6340
5 4 723
4 5 2846
1 4 3555
6 0 7764
6 0 2350
4 2 7034
1 3 4914
3 0 3743
0 3 8365
0 4 1432
2 2 9228
0 1 1474
4 0 4395
3 2 8235
3 5 4428
6 1 5928
2 4 2404
0 2 4613
2 4 6840
6 4 5128
6 4 7917
6 0 3324
6 0 2183
6 1 9772
2 4 5590
4 0 2954
6 4 8082
0 1 197
2 4 8804
6 2 3622
1 1 7343
1 6 4340
1 0 3810
0 2 5661
3 1 1305
3 0 9444
5 5 3465
0 2 8282
2 1 7637
4 0 2600
3 5 1899
3 1 7468
1 5 7131
3 4 8933
5 4 163
3 5 8899
2 0 3773
4 2 7190
3 2 6466
3 4 2090
6 4 5542
1 5 7445
4 0 8418
0 2 3348
2 5 2009
0 1 6342
6 6 9301
6 2 5321
2 5 4599
4 3 5939
6 3 5667
4 0 1127
3 5 6658
5 0 2422
1 3 4081
3 4 9292
2 6 3850
4 2 1222
0 1 6042
3 2 2298
4 3 2590
5 4 8819
1 4 1155
1 5 379
2 0 1776
4 5 1860
4 2 5884
6 2 7621
5 2 613
0 4 1326
2 0 8202
6 4 6784
2 1 868
0 4 8872
0 3 498
4 3 7753
4 0 3333
4 3 2890
0 2 1746
4 5 4500
4 5 9797
6 2 3303
1 0 2497
3 1 7686
6 0 3996
2 4 9157
0 3 2460
2 6 460
2 6 8027
0 2 7556
5 6 7697
5 5 1039
5 2 6403
5 5 7647
5 2 5151
0 4 4339
3 1 6127
0 2 49
6 5 6429
2 4 3177
6 3 7971
5 6 5367
5 0 5795
3 2 2829
3 5 5340
0 5 3826
6 1 6042
1 2 8023
0 5 6309
2 3 8996
5 6 4234
4 1 4524
5 0 3168
5 2 6312
2 2 4346
5 5 4916
4 0 3529
6 6 2647
2 3 9080
3 6 857
1 3 1886
2 6 3512
0 5 9479
2 2 6189
2 2 7641
6 4 8987
6 5 4566
3 0 6856
6 6 2260
4 4 7205
5 3 8518
4 1 6873
2 6 7637
4 2 6607
4 6 9314
2 6 1100
0 4 9438
5 4 3074
2 4 3681
6 5 270
3 0 1839
2 3 2622
1 1 9847
1 5 6682
5 3 5791
4 3 1521
6 0 1491
2 3 9231
6 1 3740
2 6 4098
0 3 7516
3 1 2231
3 5 5404
1 5 9218
2 6 9862
5 3 4977
5 2 9904
0 4 9207
1 4 9744
0 5 127
2 5 7560
3 1 563
6 4 8711
4 6 3291
4 0 3614
5 6 8993
1 3 6882
3 5 6717
1 6 1574
6 0 1486
2 2 3074
3 4 8179
5 0 5775
4 5 5710
2 4 1017
1 3 1137
3 1 3943
6 3 925
5 2 4018
6 3 6963
1 5 3858
3 6 8571
1 2 9685
6 4 2604
1 3 9250
5 5 9485
4 5 4639
5 4 967
1 6 7677
4 3 865
0 1 7955
5 4 9211
0 5 5196
4 0 8270
0 3 4427
3 0 7283
1 5 5830
5 1 6950
3 1 3714
6 6 4047
5 2 9435
0 5 2954
6 3 5486
6 0 9159
0 1 9683
5 4 1723
3 3 9122
4 5 5821
3 0 2747
3 1 269
5 4 1703
1 6 907
2 6 2806
0 4 7084
2 6 2698
4 2 8898
6 6 5171
4 4 2506
2 4 8224
1 2 0
3 4 5053
1 5 1338
0 4 8067
5 4 6787
2 6 2122
4 1 4850
1 2 2254
4 0 3813
1 0 9181
4 1 5720
6 6 181
4 6 9296
1 1 8722
3 4 297
2 0 3181
4 3 7057
4 3 9999
4 3 7483
2 2 8977
4 4 9932
1 6 4266
0 3 3682
0 1 9086
2 0 5990
2 6 1476
5 1 1892
1 1 8839
2 5 1136
5 1 7643
2 1 6582
6 6 7955
3 3 6815
4 2 853
2 1 1783
0 4 9097
1 0 1269
0 0 3149
5 2 639
4 0 6610
6 1 3890
5 3 4552
1 5 8777
1 0 8566
3 2 2641
0 4 1298
0 6 6776
5 6 3428
5 0 308
6 0 2197
5 5 774
6 3 2325
4 6 8412
4 4 5421
4 5 2439
6 0 8159
5 1 1354
4 2 2972
3 4 1852
3 2 5482
0 6 5154
1 6 6506
0 5 4790
3 2 3172
1 0 8859
1 1 7280
1 2 6590
3 6 5352
0 1 3069
0 4 3083
5 2 9300
4 0 4667
0 0 1032
2 3 9875
2 3 3412
3 5 636
3 0 2844
2 6 6814
1 2 2326
6 1 6039
6 1 152
4 2 1790
5 2 9631
6 2 5735
2 4 1877
5 0 3198
4 2 5155
3 4 8156
3 4 8823
4 0 5358
5 4 3245
0 6 3990
0 5 4100
3 3 8364
5 5 2659
5 5 5844
5 2 1551
2 3 19
4 4 9304
3 2 2475
0 0 8967
5 1 1729
1 0 8131
4 2 9207
0 5 1183
6 6 7472
1 6 5062
2 0 6797
4 3 3141
0 1 5474
0 4 3485
6 3 30
0 2 6898
2 0 6424
6 1 1641
5 5 3480
4 5 8789
3 4 2723
6 3 2493
0 6 4220
4 6 9613
0 4 8270
1 5 7829
1 0 8743
1 5 3024
4 4 2386
3 4 9969
5 1 30
1 4 2587
5 6 9649
4 6 7339
6 4 7330
4 3 1349
3 6 3881
1 4 4133
3 1 3287
1 3 1519
0 6 244
4 5 6259
1 3 6353
0 0 8705
4 1 6799
6 5 4315
3 2 853
0 0 6487
1 6 5562
2 0 5205
2 3 6911
0 3 3403
4 3 821
2 1 2443
1 3 1528
6 3 2700
1 1 3787
1 1 2589
5 1 9426
4 3 3036
0 5 6092
3 6 5921
4 3 4166
5 1 4123
2 2 9484
3 1 3931
4 4 5165
6 3 7069
5 2 7422
1 0 8569
5 1 5676
2 1 5340
3 2 172
2 3 6527
5 1 5812
6 5 2124
4 2 5186
0 5 6794
1 0 6141
1 6 2437
0 4 3590
2 0 6513
2 0 8257
6 2 2346
5 2 1225
2 3 6421
4 0 634
0 1 356
5 5 5472
5 2 8111
2 3 7661
3 3 216
1 5 5344
3 1 6267
3 2 757
6 6 4650
6 3 1876
6 3 3953
4 4 1598
4 4 4937
0 4 2540
1 4 83
4 4 5609
6 6 2939
6 4 1304
4 0 164
0 3 4349
3 3 6339
6 3 1986
1 6 1079
5 1 2407
2 5 9561
6 5 9053
4 4 5494
6 6 7581
4 2 187
0 5 2438
3 6 1320
4 3 4486
1 5 6463
2 1 9010
0 3 6142
3 5 4425
0 6 2853
4 4 6748
0 6 516
5 6 5159
2 5 2553
6 6 3003
4 6 8107
3 6 9154
5 6 2334
3 6 6784
0 4 1763
2 6 6560
1 0 5185
5 3 5097
2 6 3349
1 5 2634
6 4 8585
5 5 4986
4 6 7892
1 5 9569
4 3 6366
3 0 2833
2 1 3847
3 0 2300
3 2 629
1 0 6508
4 4 775
0 1 3540
4 2 6518
2 0 9499
6 0 6908
4 6 4303
3 1 8432
3 2 9810
3 6 3596
4 1 8696
6 0 4465
1 5 5361
3 1 4187
1 6 5981
1 3 3879
1 0 3293
2 3 7135
4 6 6942
3 0 4163
2 3 8500
0 5 6234
5 4 5950
6 3 5339
5 4 2293
2 5 6382
0 6 323
1 3 6951
0 2 6465
5 1 4813
1 2 8977
6 0 5464
1 3 4107
2 6 5740
6 2 9587
5 1 8793
2 6 6620
3 6 7371
5 0 8534
5 4 3567
0 2 6067
6 0 7433
2 4 2132
6 2 5523
1 2 8147
0 0 2335
0 6 1968
4 2 339
2 5 936
6 0 7052
6 1 9204
5 2 9540
0 5 6997
0 4 3878
2 4 9170
3 4 1520
0 4 3660
2 2 2267
0 1 4292
6 5 2553
0 6 1862
0 5 1198
5 3 2376
1 3 9503
5 2 4673
0 1 3823
5 1 3044
5 0 8012
6 2 9747
2 6 3134
6 0 1742
2 1 1638
5 3 2958
6 6 1484
0 2 9090
1 0 3923
2 0 8320
1 6 6952
3 6 3807
2 5 2525
2 2 158
2 5 9560
3 0 2973
2 0 3748
4 4 9409
5 6 1832
3 0 9833
2 6 6127
2 1 6631
5 0 8341
0 2 7458
4 3 4901
4 4 1867
2 4 732
6 2 3705
5 6 5457
6 3 3461
3 1 6169
5 1 2538
5 3 5018
5 4 392
1 6 6754
4 3 5743
1 2 3021
1 3 3720
6 6 9634
0 6 1983
1 1 8142
3 4 5063
4 2 6554
1 5 1492
6 0 34
2 3 8094
2 4 8644
3 6 1784
3 6 6925
0 2 8602
6 2 296
4 5 840
6 3 512
3 6 7654
3 0 2428
6 1 6088
3 6 7797
1 4 3694
5 1 4782
0 2 2869
0 3 1417
3 6 9299
6 3 6350
5 2 292
6 1 5164
5 5 7721
5 3 6410
0 4 7902
6 6 5916
1 4 6439
4 2 7806
2 4 4511
3 2 5265
4 6 2976
3 6 9134
6 0 127
3 0 7697
5 0 6839
2 3 2986
6 2 5767
6 6 136
1 3 37
3 4 5367
0 2 3934
6 0 6095
4 3 631
5 2 3630
3 6 9242
0 3 1161
0 4 4169
5 6 1135
1 3 6180
3 3 5900
5 4 2996
4 4 4114
5 5 4416
0 0 1625
6 2 8502
0 6 2949
4 1 7235
1 6 7799
4 4 1502
5 3 3799
2 3 9013
4 6 3766
2 5 7194
1 3 5776
1 2 7209
0 4 4684
1 0 4835
6 1 9781
3 0 2362
4 5 6264
0 5 6853
5 4 769
3 4 4105
4 5 1142
6 3 4565
3 6 7265
1 3 3107
2 3 3558
0 3 5160
4 6 5038
2 6 1796
6 6 8430
4 3 5407
0 3 3495
1 0 7967
0 5 29
2 4 2631
5 2 3007
6 6 1662
6 6 96
3 1 2110
2 3 3069
5 6 3090
0 0 9369
0 1 7682
4 5 4295
1 4 1187
3 3 2251
2 2 4564
6 1 3193
0 5 4401
3 2 1394
0 5 8589
1 4 2795
0 0 8803
5 5 3882
1 2 1648
2 0 2505
4 2 9067
3 3 3790
1 1 768
3 2 9093
0 5 6251
2 2 7651
2 0 435
6 3 5275
1 3 2200
6 4 3842
6 6 9560
2 1 4664
3 2 1955
3 1 3542
6 1 2496
2 2 8258
2 2 3846
5 2 3294
1 1 7250
3 3 3253
0 1 3555
1 0 2719
1 3 6644
2 1 9729
3 5 3370
4 2 8858
6 1 6286
2 0 3513
1 6 4421
2 5 658
3 0 4729
2 2 2053
5 4 2772
4 2 1302
2 2 9440
2 2 7086
3 1 946
2 3 8751
1 5 4833
4 2 1392
5 6 2271
0 4 3381
4 2 9388
4 0 4951
0 6 7259
0 0 1514
6 5 5972
2 1 8129
6 5 7630
1 2 8078
5 6 9078
2 6 4186
3 0 8825
3 6 9639
0 0 6358
1 2 5055
4 0 4589
5 6 1246
4 0 4893
4 2 9950
3 6 3428
0 4 56
0 4 8241
4 2 3458
5 2 658
5 2 9281
5 5 9118
2 2 4763
2 0 1318
2 2 9970
2 5 2111
4 0 12
6 2 7055
1 5 8979
1 4 7089
1 1 4995
6 0 4211
0 1 711
0 0 5326
1 2 6632
6 0 1761
4 0 3441
4 0 2210
0 5 6894
4 1 3483
4 2 8337
4 0 9213
3 3 7998
3 1 8641
3 2 6035
4 2 131
2 1 709
0 5 7824
5 6 6071
5 1 8906
0 3 6989
0 0 8656
3 1 3970
5 4 3102
5 3 1018
5 4 4042
0 4 4284
3 4 4461
2 2 8924
1 1 9356
3 2 2847
1 0 744
2 0 7257
4 1 9451
5 5 6299
2 6 3489
4 2 2784
2 0 1272
4 3 3868
3 5 3818
3 2 8253
1 0 8215
6 4 9269
0 0 6709
6 1 8232
5 0 3522
1 1 5413
6 4 8264
3 1 6250
6 5 1794
1 6 3804
0 0 9267
2 3 3193
2 5 2254
3 3 6850
1 6 4350
3 4 5148
5 0 7177
5 3 3954
3 4 1698
0 6 2470
6 2 5469
0 0 1440
3 5 1288
6 3 816
3 5 9027
1 5 3059
6 0 8399
3 6 9967
5 6 688
4 5 1676
4 3 239
5 2 8242
1 2 1306
4 3 2493
2 4 6386
0 2 6509
5 6 4626
2 2 2649
6 2 3181
4 4 720
6 0 14
