10 920
0 1 100000
11 1 100000
0 2 100000
11 2 100000
0 3 100000
11 3 100000
0 4 100000
11 4 100000
0 5 100000
11 5 100000
0 6 100000
11 6 100000
0 7 100000
11 7 100000
0 8 100000
11 8 100000
0 9 100000
11 9 100000
0 10 100000
11 10 100000
9 10 9383
7 5 6915
9 0 5386
7 2 1421
11 7 8690
6 0 3926
11 4 9172
9 3 5368
2 2 5782
7 7 5123
6 6 3929
3 5 3058
7 4 1393
9 9 8042
8 11 4421
8 2 8537
5 6 8315
8 7 3526
2 9 9956
1 4 9170
8 9 2305
5 8 6327
1 9 846
3 0 5857
2 9 9582
8 2 3367
7 2 4043
2 0 6808
3 0 5788
7 2 2651
8 0 9932
4 7 3368
6 6 6226
10 3 7539
11 10 1434
2 5 6601
4 0 3317
8 1 756
9 1 4286
11 4 9689
3 9 8440
11 9 8117
9 11 4481
4 3 8927
6 9 9497
11 10 6965
4 8 6219
5 8 2871
6 11 9503
11 4 3368
0 9 6340
1 2 723
1 3 2846
4 11 3555
1 8 7764
4 1 2350
0 4 7034
8 11 4914
11 3 3743
4 3 8365
5 11 1432
11 11 9228
2 1 1474
1 5 4395
2 1 8235
3 3 4428
8 9 5928
7 7 2404
2 2 4613
10 4 6840
9 0 5128
0 5 7917
6 3 3324
11 2 2183
4 5 9772
11 5 5590
9 10 2954
8 6 8082
3 3 197
11 8 8804
11 0 3622
8 10 7343
11 10 4340
1 9 3810
10 6 5661
8 0 1305
6 6 9444
4 8 3465
8 2 8282
8 6 7637
8 0 2600
10 3 1899
9 11 7468
10 9 7131
4 2 8933
5 7 163
3 4 8899
0 1 3773
2 7 7190
0 8 6466
0 8 2090
7 0 5542
7 0 7445
8 11 8418
3 4 3348
2 8 2009
6 11 6342
0 1 9301
11 7 5321
8 9 4599
8 7 5939
0 5 5667
0 2 1127
4 0 6658
8 5 2422
8 6 4081
8 0 9292
9 1 3850
4 7 1222
5 2 6042
0 2 2298
9 5 2590
0 4 8819
4 2 1155
9 5 379
7 6 1776
11 10 1860
1 1 5884
8 7 7621
2 1 613
4 3 1326
2 10 8202
6 1 6784
1 0 868
6 0 8872
0 0 498
3 8 7753
8 1 3333
7 6 2890
9 8 1746
0 6 4500
10 5 9797
3 1 3303
4 5 2497
8 9 7686
8 7 3996
4 9 9157
9 2 2460
8 8 460
8 2 8027
2 2 7556
7 7 7697
0 2 1039
5 8 6403
7 6 7647
2 11 5151
3 8 4339
5 0 6127
5 0 49
7 11 6429
10 4 3177
9 5 7971
0 4 5367
0 11 5795
6 10 2829
9 9 5340
5 8 3826
9 0 6042
9 5 8023
9 6 6309
5 3 8996
10 6 4234
2 5 4524
2 9 3168
4 10 6312
6 6 4346
6 8 4916
10 6 3529
3 10 2647
1 11 9080
8 7 857
7 6 1886
0 2 3512
1 2 9479
11 2 6189
9 8 7641
10 4 8987
4 10 4566
6 9 6856
5 1 2260
5 7 7205
3 5 8518
5 2 6873
7 9 7637
9 6 6607
9 3 9314
2 7 1100
0 5 9438
1 5 3074
6 9 3681
1 7 270
7 5 1839
1 10 2622
10 3 9847
8 2 6682
3 5 5791
10 5 1521
7 7 1491
5 1 9231
2 6 3740
1 5 4098
10 4 7516
8 3 2231
4 2 5404
6 9 9218
3 4 9862
8 1 4977
3 0 9904
9 7 9207
3 3 9744
8 10 127
5 6 7560
8 9 563
2 5 8711
11 3 3291
4 1 3614
9 2 8993
10 2 6882
9 2 6717
1 10 1574
11 9 1486
9 2 3074
6 5 8179
3 8 5775
6 8 5710
11 2 1017
1 3 1137
8 1 3943
2 7 925
0 1 4018
10 11 6963
0 6 3858
9 9 8571
9 1 9685
5 7 2604
11 0 9250
3 2 9485
8 1 4639
7 2 967
9 0 7677
8 0 865
6 6 7955
8 6 9211
9 7 5196
4 8 8270
4 6 4427
10 8 7283
11 11 5830
1 6 6950
6 7 3714
6 8 4047
4 0 9435
2 3 2954
10 8 5486
6 2 9159
4 5 9683
4 8 1723
3 6 9122
9 5 5821
8 7 2747
5 10 269
5 1 1703
0 3 907
