200
14
3 6
6 10
4 8
8 9
5 8
7 8
5 6
2 3
1 2
6 9
2 5
1 3
9 10
2 4
14
3 5
2 5
1 2
6 9
4 7
8 9
4 5
2 3
2 4
4 8
5 6
3 6
5 8
1 3
14
1 2
3 5
4 7
3 6
2 5
5 8
5 6
4 5
8 9
5 9
7 8
4 8
6 9
2 3
14
3 6
4 8
7 8
5 9
4 5
2 4
1 2
6 10
3 5
4 7
5 8
8 9
2 5
1 3
14
8 9
3 6
4 5
5 9
5 6
4 7
4 8
7 8
2 5
1 2
6 9
2 3
5 8
2 4
14
4 8
6 10
4 7
6 9
5 9
2 3
3 5
9 10
2 5
8 9
5 8
7 8
4 5
5 6
14
1 3
5 9
4 8
4 5
6 10
2 3
5 6
2 4
7 8
1 2
3 5
2 5
4 7
3 6
14
8 9
6 9
9 10
2 3
5 6
3 6
7 8
4 5
6 10
4 8
1 3
5 9
1 2
4 7
14
4 8
2 5
4 7
5 8
8 9
2 4
4 5
1 3
5 6
6 10
2 3
3 6
7 8
3 5
14
4 5
3 6
6 10
1 3
5 6
7 8
2 4
8 9
5 8
5 9
3 5
4 8
6 9
2 5
14
7 8
1 3
2 4
3 6
6 9
8 9
6 10
4 5
5 8
3 5
4 8
5 9
5 6
9 10
14
1 3
1 2
5 6
9 10
6 9
3 6
5 9
2 5
7 8
6 10
4 7
2 4
3 5
5 8
14
5 8
3 6
9 10
4 8
6 9
7 8
4 5
5 9
6 10
2 5
3 5
2 3
5 6
8 9
14
8 9
4 5
2 5
6 9
6 10
1 2
2 3
7 8
3 5
9 10
4 7
3 6
5 6
2 4
14
3 5
9 10
4 7
5 9
6 10
3 6
2 5
8 9
5 8
2 3
1 2
7 8
6 9
2 4
14
4 7
1 3
3 5
3 6
5 9
5 8
6 9
7 8
4 5
6 10
5 6
8 9
2 5
1 2
14
7 8
5 8
6 10
2 5
4 7
1 3
2 3
3 6
9 10
8 9
2 4
1 2
4 5
3 5
14
6 9
1 3
5 6
4 8
5 9
1 2
8 9
2 3
6 10
4 7
7 8
5 8
3 5
9 10
14
3 5
5 9
3 6
2 3
1 2
4 8
7 8
8 9
4 7
4 5
2 5
5 6
5 8
2 4
14
4 5
6 10
8 9
4 7
5 6
9 10
2 5
1 2
2 3
4 8
2 4
5 8
3 5
1 3
14
3 5
8 9
9 10
6 10
5 9
1 2
7 8
2 5
2 4
1 3
5 6
4 5
2 3
4 8
14
8 9
2 4
4 7
3 5
1 3
5 9
2 3
4 8
4 5
3 6
6 9
5 6
6 10
9 10
14
4 7
7 8
2 5
3 5
5 6
3 6
2 4
5 8
1 2
8 9
6 9
5 9
9 10
2 3
14
2 4
7 8
4 5
5 9
8 9
3 5
2 3
1 3
1 2
5 8
2 5
4 8
5 6
4 7
14
9 10
6 10
5 9
4 7
7 8
1 3
1 2
3 5
4 5
6 9
5 8
4 8
2 3
8 9
14
1 3
5 6
5 9
4 7
8 9
4 8
3 5
2 4
2 5
6 10
9 10
2 3
7 8
3 6
14
6 9
5 8
9 10
3 6
2 4
7 8
5 9
1 2
5 6
3 5
6 10
4 7
2 5
8 9
14
1 3
3 5
4 8
2 4
4 5
6 9
3 6
6 10
8 9
2 3
9 10
1 2
5 9
2 5
14
2 5
6 9
2 3
8 9
7 8
1 3
3 5
4 5
4 8
1 2
5 6
5 8
4 7
6 10
14
6 9
6 10
5 9
4 7
9 10
3 6
8 9
5 8
7 8
1 2
5 6
4 5
1 3
2 4
14
6 9
7 8
5 9
2 5
4 8
1 2
6 10
4 5
1 3
2 4
5 6
4 7
8 9
9 10
14
1 2
4 8
5 9
9 10
4 5
5 8
6 10
7 8
2 3
2 5
6 9
2 4
8 9
1 3
14
4 8
7 8
1 3
6 9
4 5
5 9
1 2
3 5
3 6
2 4
5 8
5 6
4 7
2 3
14
2 5
9 10
1 2
6 9
2 3
8 9
4 8
7 8
3 5
5 6
2 4
6 10
3 6
5 8
14
4 5
5 6
5 9
3 6
8 9
5 8
1 3
7 8
4 8
6 9
