1
1000
24 56 77 5
38 97 254 2
36 6 270 7
2 9 381 3
23 66 7 6
22 38 245 3
40 19 187 5
14 73 390 7
7 3 6 10
7 69 39 1
22 36 42 1
2 94 197 1
39 66 25 3
10 44 86 8
41 54 275 6
14 17 288 5
41 51 256 1
45 78 46 9
24 28 220 4
35 20 270 9
14 97 197 1
12 18 251 7
32 41 358 1
15 11 127 6
35 11 243 5
1 60 183 9
34 4 179 2
42 37 149 6
43 78 257 6
1 54 312 4
37 30 130 6
22 95 253 1
45 17 374 1
21 52 389 9
37 39 145 8
11 49 133 3
6 39 198 3
14 36 353 8
10 96 328 10
36 18 278 10
4 73 242 10
7 58 124 5
36 50 355 6
28 29 266 5
31 73 43 7
30 72 8 5
43 22 328 4
25 6 215 2
6 80 111 9
3 52 48 8
5 11 43 1
1 21 241 1
46 65 105 9
23 9 2 2
2 15 208 4
3 75 250 7
25 71 387 10
8 85 37 5
40 57 72 4
32 22 244 9
11 54 166 8
45 90 227 7
5 88 257 7
36 25 12 6
48 50 343 2
14 20 351 2
5 38 9 5
2 45 271 8
32 86 219 2
38 92 78 7
46 2 315 2
24 9 40 9
23 75 355 7
23 96 272 8
47 47 191 3
5 11 270 5
49 58 287 7
4 52 215 8
14 54 237 8
15 65 329 4
21 81 398 5
25 18 62 7
16 3 217 8
41 77 286 5
6 2 90 6
25 35 2 2
30 32 151 3
50 13 45 8
10 38 47 5
9 8 11 7
10 17 39 8
9 50 169 1
38 23 356 10
13 85 386 3
14 74 185 5
25 85 270 10
48 23 112 9
41 53 380 10
49 96 393 5
3 25 139 9
43 67 197 8
21 51 92 2
25 88 130 9
43 74 169 2
31 59 359 5
48 54 260 8
22 57 382 2
40 21 192 9
14 44 356 9
36 90 51 2
3 70 163 1
19 90 248 5
49 69 44 2
45 77 326 10
5 58 182 6
19 44 293 7
4 93 346 4
18 11 90 3
36 54 27 7
24 20 89 9
3 77 167 7
36 6 312 7
44 99 193 8
38 31 260 8
41 34 125 1
23 95 87 3
6 1 377 3
35 78 261 7
15 30 320 3
28 98 380 1
10 40 95 3
32 89 281 10
39 84 181 4
13 33 315 7
13 54 382 6
22 89 346 1
23 44 383 2
8 38 134 8
16 78 303 9
43 72 241 1
42 48 331 8
8 28 316 10
35 11 90 4
23 12 387 5
31 81 266 10
17 1 10 4
3 79 338 5
25 24 374 7
3 73 359 6
20 55 76 10
6 61 123 2
13 82 124 10
8 30 363 6
9 82 76 6
34 35 54 5
5 43 197 6
26 46 271 8
13 47 385 7
22 52 338 1
17 46 97 1
7 26 24 1
37 85 175 1
9 66 188 6
11 4 42 9
13 31 75 3
4 10 332 10
24 33 95 8
50 77 284 6
34 35 186 3
14 34 8 10
23 94 4 10
11 34 272 9
3 64 4 5
40 56 66 8
43 84 33 10
2 81 299 7
26 71 104 6
23 74 137 4
2 39 348 6
5 72 210 7
23 99 369 3
45 81 104 7
21 27 296 1
39 73 280 3
14 63 138 10
28 27 279 8
31 62 166 7
35 79 269 3
15 92 42 9
11 47 160 9
8 3 100 9
23 15 112 7
31 36 232 6
30 76 118 10
41 27 48 5
49 64 173 4
4 43 375 6
41 2 78 10
5 99 292 2
12 8 366 7
11 30 105 7
38 23 153 1
6 52 283 8
9 32 44 5
44 42 47 8
44 47 86 4
46 50 233 1
40 95 398 5
28 69 22 3
18 80 211 7
33 33 69 4
21 91 8 5
25 10 394 8
15 87 124 5
29 58 322 2
28 94 188 9
29 96 389 9
