2
L 1 1
L 1 1
1
L -2 -2

2
L 1 1
L 1 1
1
L 3 3

1
L -2 -2
1
L 3 3

5
L 1 0
L 1 0
L 0 5
L 0 -5
L 2 0
3
L 0 5
M -2 -5
L 4 0

1
L 0 1000
1000
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
L 0 1
