1000
921000 706658 882788 282635 752648 226168 209944 696709 696138 500818 190322 742372 378248 939189 417433 854929 304898 642107 36161 596721 531228 488354 793758 259427 368127 803014 323984 70575 663969 740675 440231 272505 791182 911747 276789 976074 525780 83132 793892 192610 790593 318921 566690 561560 694043 457204 381335 128089 777726 963537 530381 447028 643767 982181 931046 615248 740855 624580 678437 362269 232782 956249 228372 550105 13548 896845 895319 304566 129352 721765 414208 633548 570243 336466 513787 322484 232198 942313 492534 72414 182808 34484 854127 257735 541781 215953 18901 124555 468428 671529 85124 78161 831143 607227 421636 329375 545579 104873 536053 662634 326102 944535 856612 74847 751745 661846 279651 573032 515381 348951 907783 421318 994473 984592 46441 476158 492991 813596 536379 780035 505506 932799 409635 117236 144921 756956 772191 123738 920247 373677 442851 550081 39354 820708 920518 618787 448773 44211 811233 22099 459074 101291 319276 206473 677279 730497 157366 691571 617033 993192 290804 121293 162807 775361 966708 568488 706966 397473 345794 443968 116268 302565 603661 685606 249200 930210 856414 261628 340579 270122 240977 390889 20747 202681 478852 157643 68711 888185 722805 507984 982658 668014 621814 686721 529625 14507 46880 855573 439259 504538 121827 7366 977505 926215 939394 37620 997025 129504 888275 967841 780645 780016 775329 573692 733484 351467 610719 174531 127446 78096 944273 195067 399037 508192 885385 830553 288373 35233 266120 224155 540210 379023 434086 419333 765419 555146 537529 939945 239388 521050 806303 385753 948413 277222 848286 436851 141967 325973 89313 700126 38765 615179 682790 917248 505327 322012 140539 294194 873195 595556 470414 285475 926114 199466 910814 883346 458735 381874 123195 594231 839150 614208 476875 614439 64598 699605 878553 898251 859006 103630 823678 984869 939761 529341 848686 278197 489981 878136 478127 489460 288503 333170 371626 120685 1606 774961 65332 799493 804403 958663 681836 955188 773951 934579 557309 477611 83565 563741 146504 965901 582339 334796 251634 603136 616731 449979 470258 901423 267573 267243 223872 288366 429563 587638 527401 567210 220854 335364 621485 460905 142884 407018 121010 652966 322279 763527 481319 746946 302374 638127 428552 297035 307281 621059 24325 492311 411388 848619 7117 111452 738488 909511 41610 760275 122539 704809 808755 131357 446232 260481 327305 65728 67038 347393 975845 699367 121702 399184 89997 674631 639865 456646 183701 441947 140067 546207 213687 957182 513025 966979 144353 598767 59281 535711 177038 355151 85868 63698 348473 160354 865818 50947 6048 986821 680873 939877 499230 742701 809676 639342 355216 568285 687164 402410 690463 620244 772070 536441 778622 601694 798452 614660 185087 279835 776679 724749 904002 109372 140096 929476 934616 143760 238018 470486 172394 105622 145693 384523 960009 797256 87985 491656 754837 482788 93534 759508 310419 331658 351222 518134 723162 77099 407847 746482 965252 32706 873211 450649 459161 112069 18535 341740 994935 534714 433878 71948 54617 426813 569037 650601 902470 300200 593193 389470 562947 364508 296079 745140 91707 345390 758597 297549 554618 792658 432218 59817 30455 903699 2838 75203 422000 811408 918298 396993 498916 806578 497731 996686 332296 643421 746255 733453 699741 427237 915254 436445 637432 157248 52945 437962 617928 240078 62762 156350 214354 439152 809401 329473 409722 110200 362511 832975 634330 714447 192984 992398 809661 355632 48187 283003 704044 725095 412233 519504 382183 176315 587303 603592 897618 184457 756510 83609 663936 258639 154208 484337 767426 775439 727513 42912 42949 363909 347395 643280 221741 991567 79188 675439 428736 138726 350647 604206 623798 565639 564302 322258 704540 778116 965084 317697 385292 870976 86205 367362 830485 240372 793112 514166 487699 445076 243792 922608 960612 41421 422347 794141 764292 819351 155556 667358 342245 779442 849690 169445 655675 371466 352895 370357 517121 238596 586524 110320 660992 293664 696707 330525 221500 407231 64575 943902 511667 298231 341568 169770 590591 701950 707904 223580 763721 785697 305561 170052 498938 801842 7745 23425 671319 783382 703806 91601 59430 80262 955421 906014 674865 269836 327227 102524 109357 34034 426084 645303 595473 934144 209563 336943 41705 845183 323115 878626 445751 249471 844694 878555 204821 284855 833801 255238 745573 70878 982041 319316 771171 970304 208328 587773 924378 837088 541659 375517 621164 987382 807757 61281 248071 771266 871263 658293 229993 835354 572306 835685 448606 791989 414346 211881 887626 437743 43718 998231 271039 676336 382223 966331 123970 670023 673682 782655 136095 401430 29152 251814 528973 785095 818665 712570 398401 621530 587461 430685 535116 728455 712033 363406 59741 830165 65958 329284 987926 28585 401503 966804 959980 935616 521712 545592 425285 347427 538454 819603 193288 944335 584331 520278 897813 613758 558961 12168 504231 870543 456190 179201 23060 603842 412166 534045 953352 433398 30410 183006 123765 671688 255184 159839 837070 156563 524632 98016 264745 971111 459944 952645 115383 421817 848153 746722 485829 251647 426718 68247 308504 493333 18270 279693 467923 964061 521186 253000 20364 560715 424613 437058 916220 869820 926754 320287 222913 458796 286245 918153 240856 239945 938546 469382 425755 134283 281762 218508 19757 144737 697567 807800 946482 496156 64302 12427 332471 410050 640007 167158 178368 924430 429478 772716 416485 505314 514553 593522 373517 208969 703998 687925 878920 634675 52501 99749 443674 939323 410176 749482 877141 980457 353208 544329 552987 453473 477064 776645 217504 456854 32922 209399 368647 756313 336932 195125 166548 488609 666107 918571 509294 924154 824332 703883 757041 129277 613875 79262 162326 368783 426158 917228 555752 468523 763005 37717 362138 159085 485705 634520 450722 59568 461230 883061 51478 53010 620477 733173 905019 864383 410779 377204 143812 198705 854116 484721 409952 75223 68273 926337 949041 299400 749471 267757 991083 460206 379775 863046 219515 148899 554260 553217 466034 227285 352511 788596 738421 182325 688380 537261 64026 369330 874155 791322 823561 383234 710139 901758 245368 915060 853358 277807 456914 325886 898281 724642 136843 164982 470723 204103 854153 324513 33415 865517 661841 377338 746361 684216 523895 673483 182693 834253 775343 855762 376583 679292 113336 177097 471416 81962 441672 621695 653677 682258 716785 244688 722930 790875 487646 300025 608219 571373 44149 681099 779404 736646 436369 553304 531647 288711 526884 792759 844573 347760 447018 428654 257405 999281 390604 266849 544203 340875 554527 412133 886815 416133 85706 725788 984031 397333 174673 353817 611285 704082 160166 589184 943758 452142 45676 722609 707169 953271 899560 40606 863431 177795 383778 141222 751489 325824 706470 116427 512583 599625 559441 219690 311547 430185 543385 517696
1000
695 881 702263
536 590 600273
292 525 661311
348 866 308856
586 749 157140
85 386 766318
118 250 876558
89 513 167386
261 267 175297
491 746 375252
13 80 805520
620 890 986300
378 892 681238
145 400 863055
794 868 375005
170 888 261880
231 298 95025
250 669 482063
391 465 970934
292 318 888815
628 823 492496
414 857 950793
263 503 25355
647 845 71001
70 135 760801
120 982 948168
444 975 452916
942 964 441944
441 789 67151
375 674 74166
30 617 937505
220 479 94420
430 886 941148
27 78 25467
531 826 561010
107 239 724695
221 599 740072
285 481 58109
539 930 272801
97 131 884531
99 793 693780
362 982 684945
121 997 77092
834 990 453146
251 977 992517
114 976 465392
27 191 43972
115 991 413814
263 683 143193
206 967 375458
207 893 744587
731 861 901743
380 823 547477
586 961 417120
228 371 305181
491 605 31504
420 816 494840
125 669 22710
448 697 499002
345 846 792463
375 868 953386
417 915 817860
116 248 230363
529 660 310107
459 899 593842
808 877 336855
807 963 425628
380 991 170002
250 333 824321
158 864 620526
224 522 211503
102 222 316464
110 674 875117
821 861 402363
391 601 529857
53 73 762481
680 955 610555
799 844 931608
184 764 658784
275 515 709300
119 604 363815
629 920 332976
210 396 571291
291 813 864858
356 438 51644
315 497 3276
621 978 91388
729 738 478054
313 320 883424
334 688 821150
666 763 926320
514 866 631083
366 577 579783
209 575 806959
245 697 201085
94 549 961960
158 354 494045
210 604 31807
408 482 542439
162 313 691247
712 763 732971
679 749 500809
346 749 336584
595 712 50085
257 674 948057
568 951 153601
473 846 160456
656 763 659465
412 561 959265
266 410 591342
239 294 614803
697 817 428806
202 281 783257
339 660 233199
74 471 862722
769 903 487055
290 765 815731
818 945 827081
470 836 870751
309 453 212596
609 990 811716
341 789 119128
441 638 657096
355 459 952011
455 633 178624
52 439 789814
504 587 871813
223 921 16602
420 933 406146
442 467 795490
304 829 570380
638 935 50273
524 861 239659
490 497 361306
26 345 688764
146 441 557642
46 161 749551
260 620 662233
114 788 876955
319 802 841329
510 854 344029
747 803 4213
55 592 962336
699 794 500080
116 372 22579
26 137 415561
118 579 471636
514 613 392861
275 530 582010
391 979 23744
89 251 479887
549 744 692741
330 956 709955
107 357 732715
454 999 543508
172 523 569530
162 721 418750
118 339 670967
153 337 767868
197 921 877685
364 487 507629
426 750 170878
527 799 211852
96 938 834089
712 821 252597
696 934 20080
13 632 291252
63 534 804773
224 900 715409
207 703 349945
329 805 713977
283 289 680855
299 585 584123
667 817 40133
34 559 561218
236 732 687177
164 604 701567
220 286 212780
422 680 65210
154 167 726911
597 786 291317
462 580 920183
258 588 801164
81 289 675700
53 983 654189
444 790 695190
702 981 410740
661 819 788906
393 770 730400
650 815 232749
180 788 73620
139 539 824610
180 853 349718
90 161 384032
2 271 234923
202 259 438605
278 291 449739
45 466 198417
747 903 800342
777 874 290784
823 836 524524
608 851 915338
495 865 35243
502 506 789123
731 824 371733
191 243 479364
201 664 272831
184 762 397269
622 739 60313
56 844 499444
436 493 26429
157 265 733211
69 498 21394
66 787 380111
211 801 279787
99 585 767759
794 951 511488
331 624 588648
86 813 506949
92 216 676702
54 249 51826
383 970 777751
188 996 115896
33 621 667715
89 468 733510
273 310 599801
186 468 672182
597 932 633111
719 732 407955
262 482 237568
173 503 872567
403 479 870028
20 44 512555
440 488 246179
282 444 854807
608 767 844836
294 298 41402
37 970 647210
432 987 637792
208 648 72767
51 346 929535
4 383 999250
728 925 958937
586 826 816098
171 242 374427
3 878 812831
79 852 215938
68 605 400251
388 978 552616
442 818 355957
586 782 573861
204 620 452908
252 392 755853
443 729 112446
94 841 445363
59 447 769690
428 550 485921
297 576 524018
117 766 115528
723 804 216077
44 634 601974
41 297 981681
897 899 372907
692 778 82723
297 999 558505
794 817 798645
170 669 881090
477 525 430664
107 886 592885
111 835 670424
144 273 254269
110 230 744710
295 663 870862
714 982 186176
123 402 935005
11 953 521487
155 744 514151
255 907 260149
227 924 950955
7 146 501537
291 845 112956
85 735 797163
214 236 40154
128 905 589946
347 588 161583
477 950 968431
93 867 869584
122 633 82888
722 746 103105
515 929 634553
692 992 49122
279 391 895069
706 850 893404
505 861 221376
210 921 643144
40 674 910646
308 604 551182
442 619 754377
152 750 791317
186 425 642862
505 893 566957
579 610 708382
473 581 791184
145 561 510341
50 627 336192
589 602 713791
229 600 105914
145 456 90879
345 948 556584
157 272 88359
64 451 433652
226 345 81246
4 915 244986
436 801 612438
702 880 808585
472 605 897955
836 956 434382
173 447 270516
315 521 329394
222 242 742599
666 913 509542
113 311 772987
640 963 455317
588 755 147315
521 800 484598
3 794 979384
1 737 182633
156 557 334242
123 424 580170
163 512 258208
233 974 115730
406 999 547255
601 700 371363
217 817 495606
188 671 473329
169 936 441373
835 874 60247
164 894 279586
378 972 510209
352 774 590931
198 779 78463
598 796 555766
284 907 849059
589 824 72174
795 813 714661
191 229 422196
81 612 672226
440 691 813044
308 782 51518
447 570 95011
363 865 296173
75 859 119063
778 781 797232
432 584 835579
419 508 175402
65 762 71744
636 769 384419
211 620 249385
350 473 838399
309 474 278968
476 492 131941
648 940 355470
955 963 21772
164 532 69389
247 356 493613
192 523 812496
69 388 841347
739 769 113935
68 726 692840
643 715 94025
102 868 318022
606 632 990823
309 454 316525
396 654 907731
463 520 672981
175 560 524209
532 818 22227
192 943 744292
380 470 901057
348 591 935611
298 434 240673
204 715 285613
11 966 150636
817 842 178799
134 202 384175
197 838 102232
271 574 847384
380 700 562873
58 971 985781
171 529 321868
161 512 318591
675 754 86101
279 360 518065
248 421 855974
357 511 57839
768 842 827434
762 864 767128
60 289 166992
100 839 34278
594 721 975875
285 337 118022
357 361 792681
317 656 769869
206 251 827963
181 349 768419
879 919 913677
509 811 956336
21 231 989868
248 871 279088
234 864 721430
190 647 945706
244 390 377668
922 937 692164
379 778 963332
393 644 995054
304 353 668246
68 229 921481
221 455 998720
620 950 867664
628 653 414849
625 779 226584
323 969 225138
344 860 154254
264 449 738611
728 824 878148
350 948 988661
201 253 45087
604 647 91784
686 949 160301
264 540 68405
144 265 342338
607 948 265327
44 964 344792
49 800 121681
81 412 630308
172 940 302290
540 707 47438
297 547 307753
525 769 575921
90 204 478778
171 262 426008
125 554 935782
41 48 935219
507 553 622001
280 542 945692
388 722 421966
218 678 307604
551 661 219819
138 451 802406
573 868 828632
153 504 406224
767 839 499308
156 922 595430
717 884 217404
617 970 352672
521 823 84378
71 764 962734
108 273 271605
423 456 630917
137 546 565311
574 780 227602
233 776 868631
93 759 393846
52 635 356918
99 475 182881
121 755 405262
522 554 657415
205 320 915314
624 842 776212
278 760 810155
147 784 988374
728 874 723698
222 921 964314
358 995 73139
201 376 651107
386 995 105190
96 540 811620
276 594 161736
201 688 815822
761 858 415056
561 682 180570
259 683 732355
457 606 967387
397 876 691707
348 385 927316
222 334 125849
51 410 894791
549 867 79927
28 734 898064
539 899 812416
368 441 925640
52 585 249328
235 995 212014
254 798 92117
208 342 370743
322 329 373013
184 641 952545
270 496 976629
501 755 673974
455 954 518197
739 839 654013
143 556 708506
867 947 731542
252 337 36158
432 871 842282
262 521 970308
73 495 906879
144 320 723452
291 612 909068
811 936 724834
45 931 488065
126 158 829319
53 430 90074
410 645 486202
441 521 160691
653 781 611989
265 579 528528
93 646 627197
213 863 886516
251 889 515423
426 554 554157
28 192 505111
341 937 100052
287 712 609441
485 673 876420
223 294 52610
47 729 107993
43 876 348172
807 956 375206
827 838 971059
489 696 33346
266 524 21372
85 90 261077
268 326 222075
34 372 500252
104 321 324749
577 634 90015
874 939 934370
301 949 975008
457 676 600132
99 651 568747
373 800 879685
403 754 335591
267 783 89462
257 452 530483
40 178 863518
105 203 971497
641 813 585711
82 680 354951
11 608 166766
825 923 837914
274 854 304752
581 626 944853
328 997 678898
157 874 373571
335 978 905694
281 581 42068
188 704 33370
163 195 399596
127 426 839306
519 938 663518
202 493 270844
381 435 3026
885 886 439055
287 308 21440
164 741 115188
256 990 155034
28 733 660164
865 935 934047
291 512 869411
190 417 114443
102 645 990197
906 936 565749
250 597 16188
285 340 854386
395 643 578750
665 674 280360
105 934 291135
337 662 108201
142 816 117890
47 937 809829
510 604 920496
848 899 620628
208 562 483460
204 913 199633
126 611 159144
153 417 791241
779 951 405846
132 393 270619
259 923 220739
301 336 333610
349 812 463796
849 960 637431
158 918 342273
524 648 18904
423 751 72322
3 183 786840
350 744 225655
206 459 691274
128 786 183888
422 794 196571
148 909 33580
714 960 602649
263 586 589671
57 365 511059
311 996 28291
443 840 385289
234 273 373033
10 651 899278
875 937 165706
467 874 125284
352 480 527064
291 826 890809
633 813 703583
221 261 529679
342 775 359002
98 912 915548
255 923 19596
117 443 896511
46 234 488271
505 998 709023
458 883 849706
505 815 608601
146 940 373838
7 157 295106
5 376 630519
416 675 777374
505 715 812478
26 194 207043
580 663 390213
759 780 64528
97 916 574649
743 847 514289
449 995 875835
178 825 262057
13 926 696659
310 832 809263
429 587 490697
523 646 891676
401 477 976891
604 706 187916
498 508 153046
105 614 35809
96 426 537215
403 503 57057
89 202 670145
646 789 470013
389 889 91445
57 299 334760
167 852 583629
216 375 434931
213 581 559857
184 593 237831
5 811 97876
262 363 486700
91 900 691649
247 511 318142
857 946 572769
551 979 248866
140 221 29420
19 742 949945
1 977 107106
531 657 698469
23 118 843129
290 635 293001
662 767 224512
183 929 438709
306 944 250728
680 841 389067
665 919 740920
484 622 50310
60 437 974862
465 473 940896
308 414 392376
282 493 647190
435 789 514719
144 268 987650
284 759 73138
294 391 341289
461 892 49240
92 491 341947
28 875 87707
285 584 480783
224 828 973031
794 934 250071
60 513 826381
109 997 576973
562 571 208956
141 948 466087
193 403 965490
630 728 836348
414 706 345065
164 174 780161
788 965 144991
481 644 734407
436 553 311096
604 856 441464
861 915 861645
461 807 821680
111 885 742351
387 483 668247
321 440 512015
392 681 549326
642 934 179368
346 913 768384
384 600 277702
515 960 981437
645 692 704200
574 911 211051
143 952 651830
239 386 706706
134 803 691202
243 521 463060
745 818 959789
81 541 857437
770 949 693288
280 901 704930
780 828 369783
384 757 144402
225 351 422400
235 948 820635
71 920 455916
232 871 307907
164 190 525726
146 595 594242
683 811 318479
203 277 493042
89 772 144690
17 690 320040
396 603 990130
28 197 224850
738 749 854133
583 802 947510
20 531 83690
712 774 472619
713 892 106618
500 986 383863
372 647 623829
402 685 178195
54 874 78568
300 320 116274
87 376 861098
277 977 638975
668 812 455931
352 769 106122
177 349 785403
135 863 639177
242 992 434234
94 756 941506
215 614 200139
137 647 565109
247 524 672751
444 845 217397
657 802 511534
68 383 437239
407 546 112887
276 948 208284
4 497 701272
299 846 293082
159 469 174036
222 343 649855
297 731 198504
272 460 36105
192 575 254671
400 810 891401
508 928 47748
398 730 202060
722 921 462180
404 914 166346
104 353 978829
234 483 738908
45 515 453736
451 970 426444
37 406 334792
348 365 462598
121 960 575054
778 985 31085
484 559 900044
82 245 426766
404 714 7919
300 935 750228
771 888 240927
28 361 576244
618 815 405549
207 212 884512
316 546 627412
156 162 20812
15 116 941103
753 892 49983
419 687 342044
336 850 415780
667 713 600328
106 156 572112
183 767 324019
177 386 794630
514 924 179505
592 847 912247
279 287 965506
20 179 405296
217 809 879991
290 874 158155
183 635 283004
111 762 212462
125 542 230232
504 637 797966
331 560 923381
234 277 116804
557 683 165763
573 773 452765
658 962 240561
92 436 286992
445 709 252422
