20
3 134 116 135 116 134 117
3 102 10 103 10 102 11
3 10 60 11 60 10 61
3 83 161 84 161 83 162
3 163 182 164 182 163 183
3 49 168 50 168 49 169
3 89 25 90 25 89 26
3 156 17 157 17 156 18
3 69 96 70 96 69 97
3 95 64 96 64 95 65
3 140 45 141 45 140 46
3 114 77 115 77 114 78
3 117 12 118 12 117 13
3 151 15 152 15 151 16
3 54 80 55 80 54 81
3 166 41 167 41 166 42
3 148 146 149 146 148 147
3 74 85 75 85 74 86
3 66 50 67 50 66 51
3 146 7 147 7 146 8
9
137 58 191 -72
-74 -93 -150 87
-3 176 74 -61
-108 173 99 -182
0 79 -51 -144
-139 -121 189 176
-69 -57 190 71
29 -56 82 162
55 2 49 65
