18
3 71 25 72 25 71 26
3 23 137 24 137 23 138
3 40 136 41 136 40 137
3 82 78 83 78 82 79
3 37 63 38 63 37 64
3 129 141 130 141 129 142
3 128 69 129 69 128 70
3 136 181 137 181 136 182
3 78 140 79 140 78 141
3 163 95 164 95 163 96
3 146 188 147 188 146 189
3 129 62 130 62 129 63
3 123 101 124 101 123 102
3 175 160 176 160 175 161
3 194 121 195 121 194 122
3 174 160 175 160 174 161
3 48 146 49 146 48 147
3 154 149 155 149 154 150
10
-38 190 101 180
-25 -133 174 -36
-177 -69 74 160
21 -158 78 -59
-10 19 167 96
106 -86 -62 34
-56 119 -72 112
151 14 187 -128
-153 87 -123 -41
-88 96 154 28
