499 499 56
138 307 27 U
86 147 27 D
2 192 27 L
208 217 27 R
317 401 27 U
162 340 27 U
7 107 27 R
128 2 27 D
285 223 27 U
248 42 27 R
83 249 27 R
45 263 27 U
380 141 27 R
327 496 27 L
150 213 27 D
465 265 27 L
306 283 27 U
450 381 27 R
161 331 27 D
416 302 27 L
407 339 27 D
333 195 27 D
326 393 27 U
159 80 27 U
109 156 27 D
349 316 27 L
94 135 27 D
473 453 27 L
251 25 27 R
334 242 27 L
257 283 27 D
53 364 27 L
163 265 27 R
170 308 27 R
313 124 27 R
252 30 27 U
437 403 27 R
358 170 27 D
386 245 27 U
44 111 27 U
475 333 27 R
322 365 27 L
385 51 27 L
116 482 27 U
404 323 27 R
125 86 27 R
41 379 27 U
236 330 27 R
178 178 27 R
2 159 27 D
356 338 27 L
327 288 27 D
89 433 27 D
494 346 27 U
340 166 27 L
180 356 27 R
