481 500 7500
1 1 33 D
33 1 33 D
65 1 33 D
97 1 33 D
129 1 33 D
161 1 33 D
193 1 33 D
225 1 33 D
257 1 33 D
289 1 33 D
321 1 33 D
353 1 33 D
385 1 33 D
417 1 33 D
449 1 33 D
1 2 33 D
33 2 33 D
65 2 33 D
97 2 33 D
129 2 33 D
161 2 33 D
193 2 33 D
225 2 33 D
257 2 33 D
289 2 33 D
321 2 33 D
353 2 33 D
385 2 33 D
417 2 33 D
449 2 33 D
1 3 33 D
33 3 33 D
65 3 33 D
97 3 33 D
129 3 33 D
161 3 33 D
193 3 33 D
225 3 33 D
257 3 33 D
289 3 33 D
321 3 33 D
353 3 33 D
385 3 33 D
417 3 33 D
449 3 33 D
1 4 33 D
33 4 33 D
65 4 33 D
97 4 33 D
129 4 33 D
161 4 33 D
193 4 33 D
225 4 33 D
257 4 33 D
289 4 33 D
321 4 33 D
353 4 33 D
385 4 33 D
417 4 33 D
449 4 33 D
1 5 33 D
33 5 33 D
65 5 33 D
97 5 33 D
129 5 33 D
161 5 33 D
193 5 33 D
225 5 33 D
257 5 33 D
289 5 33 D
321 5 33 D
353 5 33 D
385 5 33 D
417 5 33 D
449 5 33 D
1 6 33 D
33 6 33 D
65 6 33 D
97 6 33 D
129 6 33 D
161 6 33 D
193 6 33 D
225 6 33 D
257 6 33 D
289 6 33 D
321 6 33 D
353 6 33 D
385 6 33 D
417 6 33 D
449 6 33 D
1 7 33 D
33 7 33 D
65 7 33 D
97 7 33 D
129 7 33 D
161 7 33 D
193 7 33 D
225 7 33 D
257 7 33 D
289 7 33 D
321 7 33 D
353 7 33 D
385 7 33 D
417 7 33 D
449 7 33 D
1 8 33 D
33 8 33 D
65 8 33 D
97 8 33 D
129 8 33 D
161 8 33 D
193 8 33 D
225 8 33 D
257 8 33 D
289 8 33 D
321 8 33 D
353 8 33 D
385 8 33 D
417 8 33 D
449 8 33 D
1 9 33 D
33 9 33 D
65 9 33 D
97 9 33 D
129 9 33 D
161 9 33 D
193 9 33 D
225 9 33 D
257 9 33 D
289 9 33 D
321 9 33 D
353 9 33 D
385 9 33 D
417 9 33 D
449 9 33 D
1 10 33 D
33 10 33 D
65 10 33 D
97 10 33 D
129 10 33 D
161 10 33 D
193 10 33 D
225 10 33 D
257 10 33 D
289 10 33 D
321 10 33 D
353 10 33 D
385 10 33 D
417 10 33 D
449 10 33 D
1 11 33 D
33 11 33 D
65 11 33 D
97 11 33 D
129 11 33 D
161 11 33 D
193 11 33 D
225 11 33 D
257 11 33 D
289 11 33 D
321 11 33 D
353 11 33 D
385 11 33 D
417 11 33 D
449 11 33 D
1 12 33 D
33 12 33 D
65 12 33 D
97 12 33 D
129 12 33 D
161 12 33 D
193 12 33 D
225 12 33 D
257 12 33 D
289 12 33 D
321 12 33 D
353 12 33 D
385 12 33 D
417 12 33 D
449 12 33 D
1 13 33 D
33 13 33 D
65 13 33 D
97 13 33 D
129 13 33 D
161 13 33 D
193 13 33 D
225 13 33 D
257 13 33 D
289 13 33 D
321 13 33 D
353 13 33 D
385 13 33 D
417 13 33 D
449 13 33 D
1 14 33 D
33 14 33 D
65 14 33 D
97 14 33 D
129 14 33 D
161 14 33 D
193 14 33 D
225 14 33 D
257 14 33 D
289 14 33 D
321 14 33 D
353 14 33 D
385 14 33 D
417 14 33 D
449 14 33 D
1 15 33 D
33 15 33 D
65 15 33 D
97 15 33 D
129 15 33 D
161 15 33 D
193 15 33 D
225 15 33 D
257 15 33 D
289 15 33 D
321 15 33 D
353 15 33 D
385 15 33 D
417 15 33 D
449 15 33 D
1 16 33 D
33 16 33 D
65 16 33 D
97 16 33 D
129 16 33 D
161 16 33 D
193 16 33 D
225 16 33 D
257 16 33 D
289 16 33 D
321 16 33 D
353 16 33 D
385 16 33 D
417 16 33 D
449 16 33 D
1 17 33 D
33 17 33 D
65 17 33 D
97 17 33 D
129 17 33 D
161 17 33 D
193 17 33 D
225 17 33 D
257 17 33 D
289 17 33 D
321 17 33 D
353 17 33 D
385 17 33 D
417 17 33 D
449 17 33 D
1 18 33 D
33 18 33 D
65 18 33 D
97 18 33 D
129 18 33 D
161 18 33 D
193 18 33 D
225 18 33 D
257 18 33 D
289 18 33 D
321 18 33 D
353 18 33 D
385 18 33 D
417 18 33 D
449 18 33 D
1 19 33 D
33 19 33 D
65 19 33 D
97 19 33 D
129 19 33 D
161 19 33 D
193 19 33 D
225 19 33 D
257 19 33 D
289 19 33 D
321 19 33 D
353 19 33 D
385 19 33 D
417 19 33 D
449 19 33 D
1 20 33 D
33 20 33 D
65 20 33 D
97 20 33 D
129 20 33 D
161 20 33 D
193 20 33 D
225 20 33 D
257 20 33 D
289 20 33 D
321 20 33 D
353 20 33 D
385 20 33 D
417 20 33 D
449 20 33 D
1 21 33 D
33 21 33 D
65 21 33 D
97 21 33 D
129 21 33 D
161 21 33 D
193 21 33 D
225 21 33 D
257 21 33 D
289 21 33 D
321 21 33 D
353 21 33 D
385 21 33 D
417 21 33 D
449 21 33 D
1 22 33 D
33 22 33 D
65 22 33 D
97 22 33 D
129 22 33 D
161 22 33 D
193 22 33 D
225 22 33 D
257 22 33 D
289 22 33 D
321 22 33 D
353 22 33 D
385 22 33 D
417 22 33 D
449 22 33 D
1 23 33 D
33 23 33 D
65 23 33 D
97 23 33 D
129 23 33 D
161 23 33 D
193 23 33 D
225 23 33 D
257 23 33 D
289 23 33 D
321 23 33 D
353 23 33 D
385 23 33 D
417 23 33 D
449 23 33 D
1 24 33 D
33 24 33 D
65 24 33 D
97 24 33 D
129 24 33 D
161 24 33 D
193 24 33 D
225 24 33 D
257 24 33 D
289 24 33 D
321 24 33 D
353 24 33 D
385 24 33 D
417 24 33 D
449 24 33 D
1 25 33 D
33 25 33 D
65 25 33 D
97 25 33 D
129 25 33 D
161 25 33 D
193 25 33 D
225 25 33 D
257 25 33 D
289 25 33 D
321 25 33 D
353 25 33 D
385 25 33 D
417 25 33 D
449 25 33 D
1 26 33 D
33 26 33 D
65 26 33 D
97 26 33 D
129 26 33 D
161 26 33 D
193 26 33 D
225 26 33 D
257 26 33 D
289 26 33 D
321 26 33 D
353 26 33 D
385 26 33 D
417 26 33 D
449 26 33 D
1 27 33 D
33 27 33 D
65 27 33 D
97 27 33 D
129 27 33 D
161 27 33 D
193 27 33 D
225 27 33 D
257 27 33 D
289 27 33 D
321 27 33 D
353 27 33 D
385 27 33 D
417 27 33 D
449 27 33 D
1 28 33 D
33 28 33 D
65 28 33 D
97 28 33 D
129 28 33 D
161 28 33 D
193 28 33 D
225 28 33 D
257 28 33 D
289 28 33 D
321 28 33 D
353 28 33 D
385 28 33 D
417 28 33 D
