383.0000000000 241.0703065935 297.6140239957 285.7120847809 -255.0639225962
383.0000000000 241.0703065935 297.6140239957 183.2886540992 336.2949141431
383.0000000000 241.0703065935 297.6140239957 365.9691773156 -112.9405208726
383.0000000000 241.0703065935 297.6140239957 133.4388690157 359.0028805397
383.0000000000 241.0703065935 297.6140239957 -357.4654664348 -137.5043283193
383.0000000000 241.0703065935 297.6140239957 355.2278324228 143.1858480165
383.0000000000 241.0703065935 297.6140239957 18.7785348211 382.5393661180
383.0000000000 241.0703065935 297.6140239957 -169.0431236723 343.6763336907
383.0000000000 241.0703065935 297.6140239957 326.6792713619 -199.9241197617
383.0000000000 241.0703065935 297.6140239957 73.4245896443 375.8960356742
690.0000000000 -169.2878498410 668.9107742414 -602.9204230102 335.5398091392
690.0000000000 -169.2878498410 668.9107742414 450.6964686655 -522.4678871782
690.0000000000 -169.2878498410 668.9107742414 345.3471543106 -597.3569644773
690.0000000000 -169.2878498410 668.9107742414 429.0110392086 540.4160695586
690.0000000000 -169.2878498410 668.9107742414 352.7845646647 592.9949839032
690.0000000000 -169.2878498410 668.9107742414 -449.2885896376 -523.6790650976
690.0000000000 -169.2878498410 668.9107742414 -427.7140881751 541.4431260775
690.0000000000 -169.2878498410 668.9107742414 44.0122605738 -688.5948888274
690.0000000000 -169.2878498410 668.9107742414 688.3814713009 47.2329331045
690.0000000000 -169.2878498410 668.9107742414 -565.9317876188 394.7419559188
782.0000000000 -482.8755148981 -615.1058747174 726.2259227391 290.0343240751
782.0000000000 -482.8755148981 -615.1058747174 -592.3527376208 -510.5313254181
782.0000000000 -482.8755148981 -615.1058747174 -558.2160254085 -547.6484903450
782.0000000000 -482.8755148981 -615.1058747174 -662.6518421978 415.2307021788
782.0000000000 -482.8755148981 -615.1058747174 -422.1161764101 658.2871209533
782.0000000000 -482.8755148981 -615.1058747174 -383.3928963763 681.5672285316
782.0000000000 -482.8755148981 -615.1058747174 -71.9831464862 -778.6799256575
782.0000000000 -482.8755148981 -615.1058747174 -23.7879453320 781.6381091380
782.0000000000 -482.8755148981 -615.1058747174 -662.5651701357 -415.3689869539
