10000
1855519312 3
175210670 23
128 1
32768 15
2047 11
1256709415 22
32767 15
436418715 14
1737767718 4
603291625 10
1381428073 20
298 12
8192 11
488036144 21
634863651 23
398937748 24
48875708 28
1072973611 30
228887777 32
8189 13
1977439049 13
778742985 7
65534 16
65534 16
134729388 2
524287 19
244397096 10
16777216 30
255 8
844025502 25
1864530828 14
65536 16
1048576 20
1281220732 32
1020961968 32
642806900 12
32 5
502017169 9
602378164 16
1674756099 2
190049 24
210818157 6
1024 7
4185195 22
1767890161 29
524288 6
8 3
2048 11
8192 27
539924885 14
16777216 27
9109 22
409142919 13
909695525 12
31621024 31
197140871 17
6194 20
889997409 22
197216050 31
595057130 17
995147904 6
67108864 8
1203417890 18
620248851 21
272918562 31
4095 12
29666703 27
531132277 9
386 10
1905261981 4
24204701 24
1390214554 16
1048365 20
1546305099 12
109193934 18
512 30
2097150 21
659440281 18
1242933388 13
403681563 14
1598122861 16
70874619 1
184027738 16
256 20
428540557 14
2 32
64 7
1263323316 5
1063744553 30
68405 25
2097150 21
1758039849 24
8192 13
524286 19
389114982 9
256 8
32751 15
577495386 23
1297871572 19
376521962 2
1900647200 21
154059546 5
190876696 29
1829394213 10
46011242 8
165487385 24
1822771595 32
1048576 23
78169645 14
710895265 28
16399143 1
1073741823 30
2048 12
1580830318 16
8243109 23
48412432 26
5658535 26
985089556 3
17 17
599777255 1
14 4
1383912458 15
4192509 22
1511050867 17
557435798 30
218114077 16
124411587 28
787518120 5
218983256 19
64 25
415825200 32
1941214266 8
1156766311 8
119878812 29
836744284 18
1237322013 24
536870474 29
1668597002 3
853064562 12
1310244535 9
4944 15
510 9
2 2
523127 19
1023 10
511 9
512 11
1391238894 4
256 9
1650611941 19
411560533 2
41224 17
126 7
1321421113 14
1908288964 12
109075559 32
32192 15
109292 17
1783295705 13
15 4
4540385 24
1392541006 14
255 8
7 3
2048 27
1019249665 10
131072 22
2 2
1722330956 21
64 17
6 3
3 2
465443488 20
6 3
72964355 31
1005252074 27
4194303 22
31 5
1225722001 9
1428738284 27
667312312 8
588525068 12
254 8
135 16
134217728 27
62393171 7
932274673 17
122437 28
1048576 29
910596 20
465 9
1837404195 27
131071 17
104551022 27
837447487 13
85702271 7
688737003 21
1048364 20
512 9
4194304 5
396208662 16
958319363 27
2 25
4096 31
8344056 23
931116851 22
1387503147 18
3797 12
998595020 21
833600265 21
652718711 15
351746070 20
25622703 11
1435133848 1
5658537 26
16384 1
236563617 28
1487507942 29
129 9
880970 23
852820134 22
4194304 21
12236830 24
6 3
255 8
1604628012 28
64 6
1673143731 5
1985235690 17
1241924551 2
131070 17
65534 16
33261490 28
32766 15
1493869941 24
268435455 28
1398047135 16
791025008 24
1073741824 31
649586676 1
16382 14
103634047 19
32 5
512 18
2097152 11
1122096947 12
950756780 30
524287 19
16382 14
524095 19
236618693 32
1974044558 21
771240570 4
263948 20
194608831 6
8656937 30
454823433 32
536154 24
4194304 30
1923205259 18
6474541 29
1073741824 3
1754634415 7
1794 22
1984087652 30
406 28
1625538588 16
46944121 14
851753077 23
65399 16
510 9
2 2
1606251139 10
191718186 28
1715676016 29
614056599 32
431909 20
123012781 29
1676416922 16
1882493531 4
