49
18 114 24 14
7 244 2 22
59 180 11 24
38 6 12 11
206 159 11 12
282 6 12 25
228 106 24 17
91 114 17 14
257 109 7 15
87 5 10 8
128 146 13 20
190 167 11 1
110 105 25 21
218 102 24 11
240 155 7 24
277 71 25 23
137 274 7 6
173 224 6 18
88 10 23 20
247 278 22 8
240 66 15 21
174 168 23 15
151 154 10 6
52 137 19 9
191 190 21 25
85 104 3 1
269 173 4 2
15 256 6 3
63 256 18 20
181 237 17 15
270 41 25 3
272 31 22 18
242 203 11 17
59 36 19 14
194 69 12 23
198 209 17 17
131 261 8 9
244 21 20 1
143 223 1 19
83 155 22 22
72 35 15 8
277 162 24 10
225 180 16 10
196 132 11 8
61 36 12 20
127 14 17 8
225 10 17 18
249 18 19 15
89 61 12 10
