10 3239751428282999198573549849324948933297325536476423700706638134148687519383942594184177940875409280031162666837546173899998638866882118386080736556935044937715693807865583579134749446859 92
3 1210101122010200002001120021000010220002210011122020010021221010 120101
3 1220002101001121210201222012120022202222021210112202200111021010011001211012122122021102220101010110112200012202211022102122020022001201200221220100111001001100111212110210010121211121222112221220102100221001000120020211011200221110122002001121100022101122222211210122120010100200202121111110212101022101121220111000212121222100010200020222010111202122022010122210202101002221010100010022201121221101112111010100121120110000221022201112021001120211100222012221122021221112121120001210111011022221121002011212220111220211011011100012221210200201222211202101222001000121010020210202000010010221122111111220201002010022120202112001220011112222021101021121100112011120212201212020202121000111112202001101201200211100111200010120121212112201112220011202220202020011200202120110120011210111120222220021200012202020112201101221221201102222212111201022112010202012100102001020010221100112102011122210220002111101012001022010221220210221202220112120 22011
9 1536187166361268570116573617175016625330745762408200837307103474127538324878227147838467267513815647370777500384855703517146237672421276034763036526655451252021161088663127222882335088815187073170145257751747081467356864572668671277861046533470385760205363218327812184547863603267087624723465234243705363731837647287641785408822370627078263715332276155673374582632240144423764060676122250626761083805137382706844334561431887776864455185355127352888030810685182335023366658482451333224081577520802238802722775080312580447377377501378530527226236265218146854703631464414014435132562476841201554408620221662366523548113232367517287310254581031183005106334165602433430786860877255576387715155416530317184851456122752511826445810748555738875487641812002537128873637001068518181252441602212181352152257888505720744804823220355560665433103554538016207300435770744267575618161842540381314660652858585856874066022048877234207571430706564768441453142845273038050021677833757711124308626807702814050551836715 56
3 11112100222211222201001222021112001021112110010011221101001020201011002021101202000220000000101020200100110211212202202011102011001212201002200200102111001112212202210121111011102022000111212211212002120022210022220222012010212222100212200201200222001221212021002011001100200021001020100102000012120001101211112021101222200202021001111212002011220120211212212020202102122120020122111011000010101012212021002211210121022000010000002201120012200220020202011112210101001002001101211112101210002121221112120011010102112211012121202120012200102122111111220011111021100100211200022101001102200112000011212010210101211000021012010212011020121100212212222100012111110220012222020010210220202210102112120122012210212201012011120112001011002021110110012022011021201100210010112120202012211021121102200000011201001010201110212020221122122022100001112021102102011220100010100201222100220210112201002010100102021012022111010212122100201212222110120112021112002221121010221212222010010202110222101211000121121 1021
7 316463600250123110062504040346040604243041051152052230024056434422024121215403401432432210163313315026030550626002023324123335604355051516306254440052564601456012566640306232056564524312240646 45062
8 67171206625001620511117675077617536656441241323375506465 5414601
8 7134056167 4
9 5886253773312111121462577800556846472550868870760886823611576241666020786772550636120471536230216887746403568310023771732463264051536266501332315403574508015280441865515726758316442080681380334200868421206825561547526733545165852782813373030863623176248735400478747855236021363650182065413248823616011411558602628804223547430578350472535215355236656102823780605744775184621122577287458637617060425832372285443170605567116823645136354454018104863230042622766158774120508288576807880832827613378781541547205684461534514156382241405337248515740802233438167382210552456187652520742105080518 58502725
3 120112010211022110120202011102211002202000212212021010011111000201011212012100000211200211100220022221010221022020221221201201001011222221021221011010111202020202122111120220102002110002021011100002212001201102020202102211102210111112212110020211222110201220211020012011120112011221001222000110222200010212111011221222120211211012121110200121211211200202020202222201202211120022110200110020222211112012202001002120122202122120012021012220100121100100120100211220102022000222010021110121220110200200 10202201
6 45413002432113010402002203540100041325011220321252250410544552300513252304314513530510454244302351415035400132203303342544114331311204122530544314420053412345455513105401235040320125410123442142432450512200011021350242521523104224253411312255332250422354453315115244450015320543513043230545330052431222253231422101432204131010202404423130111321252213014514032052423510425505402132213414255453535200241515245550152413022545030550453544252145052214354322230005043115434432435454003434151151434135111354011304004131544031052415100210451535134341243424503022340442231104125332404544325001333312313533123151115501333011045300330021223310221115122433030340121102204345341200112133510345305253422 145124
8 3702460145044327737702055340417607055061666210103003200034075055762560647460401701231234633331137305462330370471514647222666771621367512652611772356201567356430567440725107206433363431366121170034126636556322750213441253462475000663441373560511055172430677377356722051320371476105341320350215007204436465524334060112240271771721364222774427025146363302471563621243432074707413341601040127501635270400170041375455552564434527247307316312441106 531325
7 103266210433204416035324106255105224124160265026623345053611221151543060010660560124403052002160133232341131165165435021020214120454666500666455220602504333146162331216263211522560046260602361534653362614546035610546314544625161420516064650241003534061233042064043043411213301034233446541640133535155004134215422066421314135411106604165415250234656611124653563231640466224245623414526012141462355124034230012353513262 16425
7 13430243413205356140332611434240511334655253516223234415356003532563241566135055311530305253346524141025411215024605515314546201663563414313665353214555010430516663232453042365660123434450226616220465501010616401052401233222634654542623464333231551462565056544206442011323454513430016312264465410400510153614035516421425103422362341146515012641514436146206435541655414225262441602564314235612066330030346362250436645401241340051554466325323145532300314426204350526346151505152300236656656113245100106034442452203201644653251506464340514053113211203640345213150465446025314445465531565416514653405301610144611343432252031424644265334251640655226234235351025352166314566355155056210146036364652513242615401160016123504443036211513604433442443334414246342361220516142414431543264561235542445526211252603560160446550232256012531655045114224066434355504563520663266110510260231444332561123663320236015024526463104451503063105606605465020605013332400 1406
10 28389180798994375055588778938308336446645556986493161968072824669426192847755526833131938332908963792908693347021556641604816905294684465909703058635917518221960321087587577074159660312354441785804554323250767823976302976266846414846191387261758301500426022763160999347065233293543588310509135127051980425744121679632902815528245653807392024113278569760525569047627388781312931708684958407501286144014375560831621316376028477083604231709993077108965769606525887401891792210952948425607252932773054355677672088952612557752042549174752431841856117563360766132149517970274469092041597795308514698507635293414618980659301373844614379028560943042029160497793375814936892889383505533785674212915300209600548891664954642165578208249211265277535241617043592314459590638265130655928642121354811981954992506763287042484511113301618039589178406222670044385818271094044172944788245262890683622721246885079677591237649609961335570388 178
5 411000214121133222033221433321233330022101311103113431241023211211413333111242320310414233302143312312433224124310303202334044042203441431103034242132312233343233134442004420004212411301212031011410133340302223141422140310112220040040022314340040421123141034030134313011140411423201222440001234312133240231441421240400002320403233202203114221003143311040243211034231244231031311414014 4002
