499 499 50001
170 83 4 D
431 21 2 D
5 74 4 R
162 46 3 R
105 404 4 U
452 296 3 U
291 287 3 U
45 131 4 D
265 115 3 D
376 394 4 D
411 306 2 D
405 281 4 R
276 402 2 R
281 354 3 D
178 327 3 U
352 432 3 R
467 257 3 U
212 158 2 U
350 379 3 D
344 428 3 L
147 183 3 U
482 360 3 U
399 336 3 R
295 107 4 L
82 473 4 L
130 246 2 R
493 423 4 U
195 2 3 R
279 145 2 U
154 64 3 L
429 16 3 L
494 358 2 D
124 51 4 D
336 263 2 D
221 141 2 D
97 48 2 U
451 203 2 R
115 361 4 L
275 4 3 U
445 404 3 D
87 164 2 R
483 484 4 D
219 411 4 L
50 284 2 L
375 184 2 U
14 182 3 L
119 312 4 R
15 383 3 L
384 97 2 U
477 411 4 R
370 144 2 U
331 6 4 L
206 36 3 L
451 75 2 R
401 52 2 L
85 132 2 R
436 230 3 L
461 263 4 L
32 472 3 D
290 20 2 U
202 489 4 R
212 188 2 D
190 336 4 D
370 209 2 D
357 189 2 U
296 289 3 R
32 216 3 R
494 378 4 R
168 258 4 D
409 310 3 D
359 392 3 L
125 330 2 R
226 10 4 R
457 126 2 U
163 41 2 U
117 416 3 L
487 306 3 D
50 420 3 L
123 373 3 L
390 480 2 L
16 335 4 L
357 405 4 L
115 326 2 U
384 373 2 R
56 334 4 U
364 487 3 L
403 224 2 R
492 204 3 L
367 33 2 L
291 291 4 U
86 185 2 D
199 457 2 U
358 117 4 L
408 351 3 R
374 229 3 D
271 159 2 U
316 394 3 D
456 184 3 U
61 331 3 D
218 376 4 U
294 243 2 U
184 53 2 U
419 247 3 R
346 476 2 D
13 256 3 U
180 492 4 U
293 296 3 R
421 298 4 R
448 62 3 U
253 117 3 U
230 148 2 R
112 219 3 D
371 238 3 U
265 12 3 D
134 424 4 L
286 238 2 R
483 274 3 U
266 288 4 R
404 100 2 D
67 244 3 L
407 163 3 L
106 229 4 R
236 443 3 U
293 145 4 L
42 300 4 L
465 482 2 R
272 85 3 D
11 440 3 U
73 343 4 R
333 408 4 D
476 300 2 U
245 160 2 R
299 367 2 U
255 53 4 U
389 283 2 L
102 397 3 U
444 421 4 L
248 448 2 U
452 100 2 U
137 51 4 U
223 453 4 U
275 310 4 L
175 308 4 L
231 459 4 R
363 70 3 D
72 409 3 L
493 267 2 L
406 118 3 U
286 179 3 L
194 360 2 R
387 408 2 D
228 472 2 D
451 241 4 R
399 331 2 D
440 299 3 R
333 160 4 D
133 135 4 L
67 91 3 U
419 463 3 D
451 42 4 R
342 345 2 L
154 492 3 D
272 348 2 L
7 23 2 L
337 371 3 L
91 273 4 U
346 362 4 D
265 300 3 L
443 365 3 U
20 133 3 R
447 248 2 R
475 214 4 U
306 254 4 U
155 246 3 R
374 358 4 D
168 475 4 D
434 471 3 R
115 296 2 U
85 117 4 R
384 278 2 D
152 424 4 R
469 433 4 D
212 62 2 L
438 208 4 U
441 112 4 U
370 159 2 L
449 220 3 R
289 288 3 L
317 117 3 R
120 96 2 L
322 393 3 R
433 204 4 L
416 221 3 R
307 365 2 U
115 58 3 R
92 302 4 U
325 44 4 D
466 433 2 L
390 350 4 U
220 195 3 D
106 257 2 L
285 333 2 U
226 145 2 D
295 140 4 L
140 313 4 D
77 350 3 D
182 411 3 R
232 370 3 L
382 360 4 U
185 308 4 L
52 285 3 D
438 132 2 D
62 151 3 U
446 384 2 R
197 32 2 L
45 177 2 L
70 300 4 D
383 62 2 R
7 478 2 L
161 393 2 L
247 225 2 D
272 119 4 R
370 314 2 L
142 496 4 L
350 177 2 R
463 452 4 R
47 166 3 U
250 378 3 U
438 451 2 L
111 3 4 D
194 435 3 R
15 147 4 D
496 39 2 R
199 324 4 R
398 159 4 D
351 128 3 D
152 491 4 L
398 124 3 L
407 110 3 D
262 87 4 D
195 447 2 D
34 371 3 D
490 447 2 D
384 50 2 L
3 250 3 L
364 434 4 D
10 483 2 D
391 99 2 R
12 141 2 L
268 157 4 U
78 470 4 L
263 312 2 L
132 160 4 U
219 376 3 D
176 294 3 D
201 404 2 R
78 47 4 D
35 246 2 R
109 291 4 D
124 224 4 R
211 405 4 L
94 482 3 D
196 478 3 L
101 171 3 U
481 318 2 D
378 71 2 R
398 112 2 L
314 25 2 R
187 74 3 R
95 71 2 R
39 300 3 R
341 180 4 L
356 51 4 L
354 321 3 R
218 60 2 D
479 170 2 L
304 155 4 D
212 215 4 L
186 343 3 D
488 127 3 R
333 245 3 R
309 387 3 R
292 59 3 U
141 463 3 D
289 81 2 U
15 83 3 U
246 318 3 R
469 374 3 L
337 389 4 L
444 144 4 D
16 35 2 L
281 192 2 U
277 356 2 R
90 110 4 R
177 26 3 U
58 208 2 U
321 296 3 U
445 54 2 U
95 59 2 R
470 488 3 D
253 214 3 L
131 229 4 U
436 445 3 L
312 383 4 R
265 288 2 L
11 484 4 D
166 52 2 U
28 92 3 D
444 29 2 D
305 74 4 D
432 464 3 D
98 234 3 L
469 328 4 D
362 2 3 U
57 322 3 L
207 274 3 R
75 57 2 L
255 307 3 L
487 300 4 U
322 73 4 U
115 120 2 R
284 321 4 L
302 208 4 R
362 459 3 L
341 27 2 L
470 38 2 L
41 459 4 L
316 342 4 R
136 345 4 D
480 453 2 L
305 30 3 L
402 129 2 L
269 128 2 U
194 353 4 U
336 376 3 D
243 88 3 D
277 284 2 D
277 185 3 U
8 233 3 D
238 362 3 L
62 50 4 U
467 57 4 U
117 472 3 U
272 273 3 U
56 408 2 D
169 307 2 D
210 376 2 U
49 271 3 R
416 470 2 L
361 376 3 R
32 346 2 R
58 231 2 U
149 390 2 D
413 7 2 R
57 353 3 D
400 231 2 U
106 499 2 D
155 277 2 D
248 349 2 U
108 255 4 D
17 217 4 L
315 356 3 D
257 185 2 D
67 101 3 R
196 99 2 L
326 180 4 L
105 94 3 D
360 172 3 L
8 113 3 U
231 32 4 D
114 310 3 D
146 203 4 D
244 69 2 L
457 486 2 R
474 291 3 U
337 153 4 R
57 397 4 D
69 244 4 U
322 173 3 R
195 148 2 R
132 44 2 L
227 486 4 D
212 468 2 R
198 20 4 U
271 180 2 R
416 361 3 U
151 440 3 D
491 356 3 L
97 276 4 L
385 385 4 L
13 351 3 L
40 368 2 L
268 388 2 R
458 35 4 L
122 108 2 D
276 213 3 U
61 412 2 L
55 399 4 L
223 235 2 L
245 410 3 R
230 149 4 D
122 359 3 D
215 457 3 L
191 399 3 D
490 363 3 R
379 220 3 R
244 359 2 L
326 127 2 L
463 223 2 U
424 78 3 R
27 483 2 U
382 98 3 D
341 76 4 R
168 260 4 R
443 440 3 L
471 359 4 L
157 345 4 R
226 168 3 U
348 312 3 D
300 290 4 D
478 103 2 L
473 287 3 L
167 230 2 R
229 474 2 U
295 184 2 L
94 345 2 D
436 173 2 L
333 71 3 U
177 164 3 U
189 418 2 L
84 438 2 L
238 182 2 L
396 156 2 U
239 9 3 R
293 323 2 U
433 124 4 R
490 227 4 D
386 202 3 D
178 95 3 L
262 270 3 D
435 281 4 R
280 207 3 R
21 207 3 R
350 201 3 L
436 364 2 U
276 463 2 L
107 432 3 R
327 207 2 R
272 391 3 D
402 27 3 L
219 32 4 R
385 356 2 R
138 465 2 L
84 116 3 L
156 359 2 L
231 68 3 L
450 348 3 D
174 157 4 U
16 371 3 R
5 348 2 R
352 15 4 U
238 262 4 D
340 467 3 U
129 286 3 U
161 105 4 L
257 285 2 D
89 133 3 D
146 230 4 L
449 102 3 R
426 428 4 D
88 227 4 D
262 380 3 D
431 233 2 R
430 240 2 U
469 221 3 U
56 227 2 L
337 13 3 U
364 340 3 L
448 354 3 D
490 6 2 L
212 358 4 D
351 109 2 R
329 39 4 L
381 214 3 R
423 287 2 U
362 60 3 R
158 429 4 D
252 16 3 D
251 353 4 D
262 393 3 U
498 89 4 R
485 200 4 D
244 231 2 U
292 296 4 L
30 449 4 L
401 220 3 D
96 334 4 L
78 260 3 D
215 292 3 U
129 353 3 R
142 235 2 U
440 200 3 U
134 157 4 D
442 353 2 U
389 413 3 R
353 14 2 U
262 82 2 D
243 284 2 R
108 200 2 R
125 381 4 L
357 44 3 U
454 473 3 U
180 93 4 D
89 359 4 L
263 351 2 D
16 369 4 R
178 69 3 D
362 333 3 U
343 136 2 L
303 398 2 R
47 453 2 D
458 1 2 R
178 44 2 U
331 107 3 R
17 237 3 R
333 25 4 D
342 298 3 U
302 412 2 L
180 354 4 D
464 55 4 D
218 409 2 U
269 182 2 D
494 435 3 L
25 150 4 R
155 55 2 U
396 306 2 D
295 101 3 R
285 219 3 R
55 461 2 R
366 396 2 R
283 421 4 L
361 209 3 R
2 33 4 R
117 218 4 D
208 226 4 R
7 276 2 L
235 340 4 R
103 497 4 D
151 19 4 U
245 177 2 U
194 230 2 D
104 154 3 D
5 275 4 L
269 103 4 L
364 278 4 R
246 327 4 D
399 151 3 R
137 27 4 L
280 2 3 D
219 388 3 U
291 307 3 U
19 309 4 D
496 73 2 U
256 62 4 U
318 406 2 L
152 244 2 R
355 492 2 U
235 441 4 L
459 144 4 D
465 178 3 L
263 421 3 U
325 366 3 U
143 123 3 R
248 203 4 U
480 146 4 D
388 20 2 R
342 424 4 L
29 469 2 R
74 427 3 L
345 315 3 D
233 287 2 U
18 294 3 D
387 367 2 R
32 302 2 R
30 261 2 L
251 334 2 D
166 320 2 L
149 372 2 U
477 424 4 D
23 244 3 L
121 398 4 U
261 270 2 U
280 408 2 R
357 217 4 L
469 373 4 D
32 376 2 U
318 197 4 U
236 300 4 D
308 115 3 U
379 195 2 D
195 392 4 U
121 275 3 U
243 241 4 R
56 390 4 L
291 234 3 D
214 96 4 D
232 208 4 U
458 28 3 U
338 465 4 D
77 78 2 L
470 134 3 L
33 377 2 U
161 443 3 U
180 111 3 D
7 48 2 L
42 34 3 U
294 374 4 D
210 156 3 D
317 61 4 U
281 306 4 U
84 31 3 R
341 297 3 R
376 53 4 R
110 394 2 R
139 148 3 D
386 259 2 R
415 195 4 U
273 255 3 L
108 372 2 L
385 23 3 R
375 308 3 L
287 389 2 D
402 452 4 D
304 492 4 R
337 358 3 L
471 309 3 R
212 120 3 R
293 54 2 U
249 296 4 R
134 167 3 U
120 289 3 D
100 466 2 L
376 127 3 D
448 128 3 L
48 408 3 D
356 487 4 U
356 448 3 U
156 360 2 D
68 106 4 U
51 330 4 R
129 269 4 L
403 253 2 U
137 69 3 U
445 255 3 U
101 296 2 L
95 72 3 R
252 479 4 D
140 137 4 U
452 476 4 D
443 219 2 D
411 419 2 U
193 153 4 L
1 361 4 D
393 120 4 L
91 322 4 L
456 472 4 R
499 196 4 R
6 134 2 D
201 463 4 U
180 64 2 D
463 479 3 U
292 389 4 L
133 129 2 L
416 68 2 D
172 346 2 L
316 184 2 D
460 18 4 D
16 474 2 D
162 238 3 L
187 61 3 L
254 127 4 L
481 124 3 R
392 407 4 D
296 435 3 L
421 194 2 D
74 494 4 R
482 363 3 R
364 347 3 U
100 317 4 L
418 318 3 R
175 311 4 U
113 174 3 D
219 94 4 R
497 305 2 L
35 2 4 D
192 199 3 D
479 70 4 L
105 378 3 L
15 251 2 L
322 306 2 R
270 477 3 D
394 454 3 D
457 451 4 L
167 274 3 L
216 386 2 R
475 258 3 R
428 44 3 R
50 415 3 U
164 411 3 D
139 328 2 D
422 20 4 U
382 375 2 L
324 306 3 D
187 374 2 L
368 349 2 U
476 285 2 D
372 464 4 R
148 488 4 D
328 138 3 U
265 326 4 U
289 344 4 U
386 239 3 L
263 405 4 R
89 151 4 R
12 474 4 U
164 293 4 R
326 445 3 R
221 129 3 R
69 146 2 D
190 193 2 U
147 437 2 R
496 366 3 R
70 206 2 D
433 450 3 L
151 19 4 L
419 35 3 R
440 160 3 D
27 273 3 L
197 199 3 R
19 380 4 L
204 382 4 R
424 461 2 R
326 223 3 L
117 324 3 U
496 184 2 L
323 327 2 D
168 148 4 D
373 147 4 D
120 403 4 L
159 469 4 U
10 106 3 U
160 59 2 D
495 181 2 R
51 412 2 D
149 103 4 L
83 381 3 U
265 318 2 R
221 152 4 R
50 125 2 L
222 243 4 D
382 20 2 L
362 56 2 L
275 291 2 D
424 18 3 U
119 23 3 L
23 480 2 U
292 108 3 U
470 76 2 D
215 379 3 R
429 346 4 L
461 352 4 D
359 108 4 U
209 348 4 R
340 64 3 R
279 348 3 D
28 494 3 D
408 191 4 D
77 305 3 L
310 154 2 L
177 303 4 R
178 315 3 L
268 345 3 L
242 308 3 D
255 180 2 D
291 194 2 L
310 184 4 D
376 250 2 R
438 275 2 D
465 323 3 L
473 136 2 U
100 366 4 L
69 76 4 U
355 347 2 R
92 255 4 L
195 275 2 R
220 288 4 R
198 214 2 D
285 392 4 R
290 93 3 R
477 154 2 D
200 219 4 R
129 70 3 U
102 338 2 D
476 406 3 U
150 390 3 L
206 180 2 D
164 181 2 R
442 361 3 L
342 278 2 R
162 452 3 D
420 257 3 D
172 232 4 R
45 389 3 L
372 230 2 L
454 445 4 U
86 235 3 D
130 321 4 D
3 434 4 L
87 304 4 R
235 172 3 D
247 445 2 U
148 173 3 R
115 258 3 L
89 410 3 R
124 139 3 R
262 133 2 D
327 251 4 L
301 38 2 D
445 18 2 L
150 156 4 U
34 75 4 R
366 365 3 U
35 23 2 U
134 303 3 D
173 425 2 D
51 328 2 D
435 290 3 L
319 436 4 R
46 266 3 U
47 122 3 U
329 227 3 D
290 292 2 U
121 307 2 U
314 82 2 D
468 75 4 L
63 374 2 U
160 258 3 U
93 455 4 L
392 36 3 L
423 55 2 R
75 33 3 L
401 355 3 L
499 255 4 U
98 195 4 D
352 54 2 R
44 345 3 R
271 302 2 U
424 151 4 U
414 386 2 D
405 225 3 L
42 10 3 R
332 183 3 U
104 471 2 U
179 458 4 D
99 492 3 L
413 437 4 U
198 429 3 L
232 288 2 D
155 45 2 D
104 485 4 U
239 123 3 L
371 465 4 D
370 254 2 L
9 391 3 U
192 442 2 R
329 316 3 R
416 87 3 L
258 223 2 L
255 404 3 L
182 477 3 L
175 413 3 R
367 287 2 R
169 484 2 U
309 141 2 R
317 31 3 R
86 257 4 L
143 51 2 U
227 74 4 R
306 78 3 U
387 429 3 D
176 408 3 D
76 153 4 D
149 48 4 U
50 225 3 D
224 181 3 L
344 429 3 R
487 374 4 U
57 442 3 L
270 367 2 L
398 390 3 U
214 107 2 U
273 121 4 D
141 86 4 U
314 479 3 U
442 492 4 D
134 4 3 R
87 144 4 D
226 433 3 D
445 30 3 R
380 229 3 R
432 318 3 R
165 66 2 R
452 256 4 L
61 233 2 U
209 103 4 U
464 342 4 R
321 426 3 L
22 58 3 D
385 360 4 U
242 106 2 L
167 222 3 R
96 87 3 L
312 140 3 L
51 77 3 L
199 175 3 U
112 177 3 L
457 126 2 R
288 354 4 L
162 495 3 R
11 125 4 L
406 162 4 D
187 167 3 R
198 427 3 L
252 68 4 D
491 235 4 R
356 439 4 D
163 98 3 U
16 321 3 U
135 381 3 L
469 192 2 R
270 98 4 U
466 400 2 R
303 173 4 D
301 182 3 L
240 37 3 L
478 336 3 D
77 157 3 R
464 258 3 L
436 45 3 R
339 218 3 D
485 203 4 L
464 357 3 R
136 436 3 R
327 378 3 R
139 109 2 U
115 302 2 U
244 248 4 R
209 197 4 U
211 95 4 L
381 486 2 U
9 298 4 L
181 352 3 R
29 445 3 R
224 186 2 L
484 391 4 D
306 30 3 L
35 97 2 L
57 107 2 R
426 71 3 D
147 297 3 D
127 230 3 R
54 203 2 R
495 382 2 L
283 206 4 D
209 195 4 L
424 437 2 L
375 483 4 L
367 221 3 L
2 29 4 R
26 439 3 L
19 211 2 U
293 292 2 U
27 185 3 D
328 448 3 R
371 137 4 R
236 417 3 L
84 465 3 D
21 341 3 U
17 336 2 R
27 140 2 R
478 440 2 L
248 294 4 R
20 168 4 U
235 70 2 R
250 179 4 R
242 333 3 L
17 449 3 U
107 461 4 U
413 231 3 U
54 99 4 R
3 465 2 R
420 115 2 D
9 441 2 D
181 402 3 R
325 341 4 L
274 367 2 U
496 365 4 L
413 281 3 L
157 341 3 L
147 366 4 R
454 293 3 D
399 248 4 L
297 366 4 L
163 69 2 D
112 99 2 R
21 104 4 R
486 360 3 R
349 348 4 D
369 162 2 L
372 185 4 R
341 498 3 D
366 72 2 D
485 68 2 U
358 77 3 R
32 65 2 R
139 218 4 D
257 354 2 L
122 235 4 R
68 439 3 U
376 304 2 U
403 263 2 U
270 60 2 D
216 423 3 L
58 368 3 R
339 267 4 U
281 180 4 L
288 490 2 U
415 39 3 D
429 97 4 L
437 322 3 D
472 189 3 L
112 134 2 D
231 102 2 L
170 158 2 L
235 493 4 D
296 335 3 R
427 342 2 L
104 275 3 R
491 451 4 L
474 15 3 R
343 78 3 U
17 191 2 U
202 120 4 U
111 257 2 R
451 148 4 R
330 255 3 U
197 305 3 L
264 340 4 U
10 391 4 L
19 417 2 U
224 497 2 R
149 460 3 U
295 321 4 U
93 191 2 L
249 226 2 U
193 156 2 L
166 456 2 U
307 360 3 R
31 207 2 U
456 216 2 L
98 125 3 U
8 209 4 L
203 476 4 U
244 55 3 L
388 157 2 D
55 97 3 U
482 487 2 D
5 276 4 L
296 436 3 L
386 299 4 D
309 288 3 R
281 143 2 U
298 134 4 L
149 429 4 D
108 350 4 U
67 123 4 L
338 451 3 U
215 286 2 U
436 186 3 D
45 123 3 U
289 346 4 U
102 413 4 R
355 382 2 L
201 420 2 U
284 170 2 D
393 471 3 L
322 210 3 D
360 261 3 L
499 140 3 U
275 384 4 D
257 372 3 U
27 14 2 D
114 461 2 R
410 141 4 U
353 257 2 U
210 169 3 D
284 283 2 D
454 399 2 D
275 352 3 R
461 320 4 D
238 324 3 L
5 204 2 L
295 415 2 R
81 204 4 U
54 248 3 D
82 478 4 L
345 433 4 D
198 311 2 U
476 392 4 R
185 36 2 U
463 398 2 L
132 389 4 R
114 321 3 L
401 63 3 U
325 438 2 L
330 13 2 L
275 42 2 D
299 168 4 D
225 472 3 L
75 445 3 D
419 419 4 U
280 429 3 R
246 47 2 R
243 139 2 D
244 313 3 R
55 212 2 D
480 135 4 L
131 182 2 U
30 245 2 D
310 191 3 D
220 56 4 R
493 278 4 D
353 21 4 L
300 318 2 U
66 150 3 L
290 303 2 D
376 90 3 L
151 369 4 R
366 29 4 U
230 463 2 L
333 153 3 U
447 379 4 R
401 428 4 R
143 162 2 D
457 409 2 D
47 22 2 U
206 365 2 D
250 402 4 D
57 182 4 U
158 250 3 D
135 16 4 R
205 266 3 R
493 47 2 U
388 54 4 L
297 142 2 D
293 80 2 D
494 24 3 U
383 492 2 U
142 224 4 U
398 379 3 U
365 469 2 D
207 417 3 D
261 239 3 L
280 447 2 D
154 370 3 D
369 12 4 R
425 299 4 D
445 268 4 R
490 271 3 U
363 95 2 D
495 473 4 U
284 314 3 U
410 380 2 L
80 12 4 D
352 475 3 D
445 287 3 U
294 139 4 L
447 9 2 U
62 227 3 L
144 381 3 U
27 120 4 U
217 365 2 U
96 215 3 D
339 152 4 U
342 274 3 D
479 20 3 D
124 105 3 U
186 254 2 L
198 403 4 R
330 179 3 D
100 340 4 R
457 260 2 L
273 434 2 U
149 456 2 D
162 67 4 U
145 97 4 D
160 116 2 R
28 19 3 L
138 106 2 U
354 153 4 U
364 461 2 D
108 188 4 R
417 1 2 R
47 383 2 L
152 58 4 R
493 463 3 L
361 393 4 U
274 312 3 R
469 86 4 R
10 244 4 U
222 164 4 R
122 269 2 U
282 350 3 L
247 111 4 L
193 222 2 D
210 255 2 D
323 454 4 L
495 268 2 U
317 314 2 L
265 288 4 L
213 147 2 R
474 281 2 D
203 473 3 L
16 372 4 R
210 184 4 U
31 67 3 R
136 469 4 D
127 292 3 D
289 199 3 U
348 316 3 L
400 144 2 L
445 94 3 L
345 63 2 R
39 320 4 U
27 105 4 L
138 320 4 U
439 20 3 D
399 134 4 U
84 190 4 D
395 451 2 R
325 426 4 R
28 222 2 L
259 352 2 U
415 313 4 L
207 118 3 D
275 110 4 L
217 412 3 U
430 111 2 R
136 54 2 L
229 465 2 U
364 473 2 U
188 132 2 U
305 164 2 L
256 154 4 D
386 273 4 R
98 252 4 U
22 292 3 R
269 214 4 R
345 63 4 R
31 267 4 D
199 195 4 L
331 250 3 U
442 327 3 R
383 195 3 L
487 20 4 D
88 34 2 D
421 146 3 D
486 418 2 D
38 368 4 D
83 400 2 D
424 477 2 U
220 132 4 U
16 127 3 U
306 36 3 U
185 198 3 R
161 218 3 D
179 368 2 D
337 277 3 R
233 350 4 L
158 232 4 L
412 58 3 U
277 219 2 D
109 27 2 D
22 116 2 U
174 200 3 U
29 135 4 D
310 362 3 R
420 426 3 L
209 338 3 U
473 30 2 D
203 112 4 L
245 91 3 D
278 274 2 D
402 151 4 D
239 434 2 R
285 497 3 D
336 15 3 D
92 180 3 R
499 210 2 L
359 303 2 R
322 233 3 D
399 424 4 L
98 263 2 D
311 167 3 D
200 124 4 L
452 84 4 U
460 297 3 D
246 460 4 D
12 293 2 R
459 443 4 R
412 272 2 U
19 281 4 D
201 375 2 D
114 28 3 L
211 209 3 R
331 393 4 L
440 422 4 D
379 37 2 U
95 69 3 D
263 307 3 L
403 186 4 L
181 252 2 U
58 444 3 D
50 50 4 R
332 93 3 L
376 491 4 D
290 426 2 U
142 46 4 R
49 288 3 L
169 312 3 R
160 272 4 U
9 401 2 R
139 102 3 U
204 79 4 L
88 198 3 U
222 345 3 R
370 42 2 U
206 416 4 R
207 67 3 U
182 178 4 U
34 133 2 R
386 304 3 L
228 370 4 D
131 145 4 L
177 454 3 U
419 426 2 R
363 22 4 D
280 139 2 U
209 180 4 R
159 260 4 L
226 317 4 L
160 211 3 R
421 498 2 D
442 37 4 U
492 48 3 R
106 165 2 D
122 157 2 D
250 445 2 R
425 315 4 D
402 119 3 R
450 214 2 L
279 65 2 D
352 240 3 D
254 345 2 L
26 108 2 R
252 327 2 L
366 236 4 D
353 108 3 D
377 386 4 L
103 195 2 R
365 94 4 R
492 221 4 R
202 32 2 U
419 19 4 D
78 198 4 L
370 212 4 L
64 84 3 L
465 385 4 D
121 131 4 L
481 336 4 R
135 397 2 R
236 54 2 U
45 46 2 L
32 23 4 D
193 323 3 U
105 468 3 L
89 400 4 L
168 294 4 U
398 135 2 L
27 435 3 R
396 43 3 U
48 203 3 L
492 438 2 D
397 373 2 L
458 233 4 R
490 320 3 D
115 383 4 L
449 173 2 D
467 278 4 L
250 83 4 U
132 311 2 U
194 451 2 R
343 128 4 R
40 377 3 L
425 144 3 D
105 439 3 U
363 157 3 L
265 461 4 L
277 33 3 R
359 414 2 U
229 48 2 R
372 98 4 L
337 311 2 R
323 68 3 U
74 290 4 D
331 405 2 D
220 194 4 D
13 116 3 D
341 117 2 R
478 59 3 U
25 132 2 L
68 388 2 R
39 387 2 L
291 24 4 L
460 248 3 L
437 298 3 U
102 298 2 D
442 437 3 R
24 111 4 U
385 282 4 D
251 121 3 L
175 60 2 U
369 160 3 U
218 463 3 U
455 326 3 U
44 166 4 L
25 257 3 D
278 317 2 U
359 264 2 L
137 187 4 D
264 26 3 U
121 53 3 L
70 200 4 U
399 488 3 D
394 482 3 D
358 255 4 L
297 10 3 U
26 450 3 D
76 153 4 D
165 145 3 L
141 267 4 L
333 30 4 U
57 264 3 U
169 373 4 D
488 204 3 D
437 182 3 L
327 498 2 D
391 334 4 L
483 358 4 U
233 95 4 D
499 11 3 R
470 387 2 R
307 34 2 U
304 484 4 L
59 275 3 U
334 187 4 R
144 416 4 D
377 138 3 D
10 25 4 D
314 203 3 L
304 396 3 D
329 46 2 L
71 290 4 R
178 121 4 L
96 440 2 R
115 493 2 R
364 198 4 R
233 410 3 L
91 296 3 R
248 27 3 U
291 466 2 R
413 245 2 U
195 242 4 R
289 160 2 D
194 118 2 L
41 82 3 R
13 496 2 R
24 126 2 D
184 79 2 L
290 197 2 U
16 490 3 R
335 490 4 D
54 317 2 L
439 401 3 L
396 464 2 U
25 259 4 U
199 165 3 D
200 474 2 U
31 498 3 L
429 40 2 D
373 270 4 D
126 124 3 U
443 134 2 R
112 120 2 U
290 9 3 U
49 228 2 U
364 449 3 L
371 270 3 R
265 213 2 U
291 435 2 U
293 25 3 L
70 217 4 R
479 95 2 D
433 176 3 L
62 371 3 U
327 416 2 U
489 484 3 D
251 223 4 U
88 468 3 D
309 394 2 D
464 240 4 R
184 39 3 R
52 255 3 D
147 51 4 D
141 84 3 L
235 227 2 U
94 102 3 L
423 267 2 R
287 150 2 U
177 375 2 R
237 225 3 L
67 370 2 L
489 55 4 L
422 133 2 R
442 47 2 L
383 66 3 U
194 222 4 L
208 176 2 L
238 385 2 L
279 259 3 R
399 166 4 L
113 242 3 D
424 444 4 L
277 364 3 U
456 130 3 R
459 488 2 R
85 147 2 R
97 355 3 D
365 281 2 D
39 114 2 R
73 6 4 D
5 192 2 U
302 151 3 L
46 256 3 D
144 17 4 D
412 22 2 D
10 206 3 L
9 332 2 D
100 456 2 U
459 81 4 D
385 90 2 D
78 353 4 R
455 203 2 R
190 475 2 U
295 400 3 L
136 470 3 U
111 349 4 U
65 404 2 L
224 29 2 D
474 242 3 L
244 195 3 L
66 61 2 R
34 62 2 U
377 436 2 L
326 485 3 R
54 435 3 L
113 417 3 D
424 173 4 L
229 463 4 U
41 302 2 U
406 80 2 U
436 137 2 R
431 178 4 L
461 147 2 R
373 35 4 D
159 250 2 L
75 175 2 R
323 94 4 D
129 440 3 R
195 422 2 D
397 305 2 D
90 175 2 L
2 191 3 R
432 77 3 R
281 246 4 R
488 139 4 R
185 200 2 L
112 258 3 D
246 339 3 D
479 51 2 L
444 331 4 L
342 258 3 D
436 69 3 R
458 147 3 L
368 348 4 U
405 183 2 L
51 436 3 U
277 64 2 U
92 62 3 D
376 247 3 R
420 433 2 L
146 265 2 R
116 43 3 U
202 9 3 L
359 48 4 R
92 461 2 U
98 312 2 D
319 147 3 D
481 225 2 U
323 325 4 D
171 309 2 R
132 265 2 D
46 74 2 U
194 175 4 L
378 79 2 U
385 124 3 D
214 426 3 L
213 466 2 R
214 477 3 U
490 396 3 R
111 6 3 R
40 309 3 D
172 16 3 L
140 396 3 U
291 475 4 U
17 260 4 U
42 169 3 D
316 76 2 D
348 144 3 D
375 410 2 U
131 103 4 D
374 58 2 U
210 144 4 U
468 148 4 R
412 487 4 D
49 135 2 U
148 343 4 D
496 43 4 D
477 111 2 U
129 236 4 R
34 11 2 L
160 236 3 R
114 329 4 L
179 336 4 R
424 320 3 U
374 199 3 R
51 72 4 D
5 392 2 U
285 28 2 R
54 291 3 L
353 46 2 U
328 23 4 D
464 453 2 R
294 148 3 D
356 268 4 L
2 20 2 R
483 445 4 L
169 409 2 U
478 340 3 L
92 419 2 R
138 340 4 D
481 381 2 R
468 299 4 D
439 72 4 U
218 52 3 U
100 331 3 D
136 144 2 D
163 127 3 D
388 463 2 U
460 91 2 U
332 449 3 L
140 356 2 R
73 285 2 U
104 431 4 U
293 176 3 L
