481 481 255
1 1 33 R
1 33 33 R
1 65 33 R
1 97 33 R
1 129 33 R
1 161 33 R
1 193 33 R
1 225 33 R
1 257 33 R
1 289 33 R
1 321 33 R
1 353 33 R
1 385 33 R
1 417 33 R
1 449 33 R
1 481 33 D
33 481 33 L
33 449 33 L
33 417 33 L
33 385 33 L
33 353 33 L
33 321 33 L
33 289 33 L
33 257 33 L
33 225 33 L
33 193 33 L
33 161 33 L
33 129 33 L
33 97 33 L
33 65 33 L
33 33 33 L
33 1 33 D
65 1 33 R
65 33 33 R
65 65 33 R
65 97 33 R
65 129 33 R
65 161 33 R
65 193 33 R
65 225 33 R
65 257 33 R
65 289 33 R
65 321 33 R
65 353 33 R
65 385 33 R
65 417 33 R
65 449 33 R
65 481 33 D
97 481 33 L
97 449 33 L
97 417 33 L
97 385 33 L
97 353 33 L
97 321 33 L
97 289 33 L
97 257 33 L
97 225 33 L
97 193 33 L
97 161 33 L
97 129 33 L
97 97 33 L
97 65 33 L
97 33 33 L
97 1 33 D
129 1 33 R
129 33 33 R
129 65 33 R
129 97 33 R
129 129 33 R
129 161 33 R
129 193 33 R
129 225 33 R
129 257 33 R
129 289 33 R
129 321 33 R
129 353 33 R
129 385 33 R
129 417 33 R
129 449 33 R
129 481 33 D
161 481 33 L
161 449 33 L
161 417 33 L
161 385 33 L
161 353 33 L
161 321 33 L
161 289 33 L
161 257 33 L
161 225 33 L
161 193 33 L
161 161 33 L
161 129 33 L
161 97 33 L
161 65 33 L
161 33 33 L
161 1 33 D
193 1 33 R
193 33 33 R
193 65 33 R
193 97 33 R
193 129 33 R
193 161 33 R
193 193 33 R
193 225 33 R
193 257 33 R
193 289 33 R
193 321 33 R
193 353 33 R
193 385 33 R
193 417 33 R
193 449 33 R
193 481 33 D
225 481 33 L
225 449 33 L
225 417 33 L
225 385 33 L
225 353 33 L
225 321 33 L
225 289 33 L
225 257 33 L
225 225 33 L
225 193 33 L
225 161 33 L
225 129 33 L
225 97 33 L
225 65 33 L
225 33 33 L
225 1 33 D
257 1 33 R
257 33 33 R
257 65 33 R
257 97 33 R
257 129 33 R
257 161 33 R
257 193 33 R
257 225 33 R
257 257 33 R
257 289 33 R
257 321 33 R
257 353 33 R
257 385 33 R
257 417 33 R
257 449 33 R
257 481 33 D
289 481 33 L
289 449 33 L
289 417 33 L
289 385 33 L
289 353 33 L
289 321 33 L
289 289 33 L
289 257 33 L
289 225 33 L
289 193 33 L
289 161 33 L
289 129 33 L
289 97 33 L
289 65 33 L
289 33 33 L
289 1 33 D
321 1 33 R
321 33 33 R
321 65 33 R
321 97 33 R
321 129 33 R
321 161 33 R
321 193 33 R
321 225 33 R
321 257 33 R
321 289 33 R
321 321 33 R
321 353 33 R
321 385 33 R
321 417 33 R
321 449 33 R
321 481 33 D
353 481 33 L
353 449 33 L
353 417 33 L
353 385 33 L
353 353 33 L
353 321 33 L
353 289 33 L
353 257 33 L
353 225 33 L
353 193 33 L
353 161 33 L
353 129 33 L
353 97 33 L
353 65 33 L
353 33 33 L
353 1 33 D
385 1 33 R
385 33 33 R
385 65 33 R
385 97 33 R
385 129 33 R
385 161 33 R
385 193 33 R
385 225 33 R
385 257 33 R
385 289 33 R
385 321 33 R
385 353 33 R
385 385 33 R
385 417 33 R
385 449 33 R
385 481 33 D
417 481 33 L
417 449 33 L
417 417 33 L
417 385 33 L
417 353 33 L
417 321 33 L
417 289 33 L
417 257 33 L
417 225 33 L
417 193 33 L
417 161 33 L
417 129 33 L
417 97 33 L
417 65 33 L
417 33 33 L
417 1 33 D
449 1 33 R
449 33 33 R
449 65 33 R
449 97 33 R
449 129 33 R
449 161 33 R
449 193 33 R
449 225 33 R
449 257 33 R
449 289 33 R
449 321 33 R
449 353 33 R
449 385 33 R
449 417 33 R
449 449 33 R
449 481 33 D
481 481 33 L
481 449 33 L
481 417 33 L
481 385 33 L
481 353 33 L
481 321 33 L
481 289 33 L
481 257 33 L
481 225 33 L
481 193 33 L
481 161 33 L
481 129 33 L
481 97 33 L
481 65 33 L
481 33 33 L
