500 500 250000
1 181 500 D
411 1 500 R
1 45 500 D
425 1 500 R
58 1 500 R
1 387 500 D
36 1 500 R
103 1 500 R
1 166 500 D
1 74 500 D
1 30 500 D
273 1 500 R
118 1 500 R
299 1 500 R
1 78 500 D
64 1 500 R
1 288 500 D
1 231 500 D
1 198 500 D
1 260 500 D
480 1 500 R
1 269 500 D
12 1 500 R
440 1 500 R
1 450 500 D
370 1 500 R
1 4 500 D
1 295 500 D
49 1 500 R
81 1 500 R
164 1 500 R
45 1 500 R
1 454 500 D
1 462 500 D
375 1 500 R
1 179 500 D
78 1 500 R
289 1 500 R
1 462 500 D
1 393 500 D
1 166 500 D
111 1 500 R
395 1 500 R
498 1 500 R
464 1 500 R
91 1 500 R
1 133 500 D
1 497 500 D
1 83 500 D
1 66 500 D
166 1 500 R
234 1 500 R
1 42 500 D
1 164 500 D
88 1 500 R
1 241 500 D
433 1 500 R
1 41 500 D
21 1 500 R
1 247 500 D
1 93 500 D
1 416 500 D
1 153 500 D
39 1 500 R
1 181 500 D
1 455 500 D
41 1 500 R
392 1 500 R
1 135 500 D
102 1 500 R
1 294 500 D
50 1 500 R
1 22 500 D
221 1 500 R
310 1 500 R
1 379 500 D
1 108 500 D
1 218 500 D
1 207 500 D
1 462 500 D
378 1 500 R
1 402 500 D
228 1 500 R
1 302 500 D
1 304 500 D
1 367 500 D
1 432 500 D
16 1 500 R
52 1 500 R
1 457 500 D
168 1 500 R
1 241 500 D
423 1 500 R
465 1 500 R
396 1 500 R
334 1 500 R
49 1 500 R
1 395 500 D
28 1 500 R
1 299 500 D
1 477 500 D
1 173 500 D
1 447 500 D
1 132 500 D
420 1 500 R
142 1 500 R
225 1 500 R
1 458 500 D
162 1 500 R
1 301 500 D
99 1 500 R
72 1 500 R
412 1 500 R
74 1 500 R
81 1 500 R
257 1 500 R
375 1 500 R
204 1 500 R
1 176 500 D
64 1 500 R
1 402 500 D
1 498 500 D
1 303 500 D
1 124 500 D
310 1 500 R
1 443 500 D
1 286 500 D
458 1 500 R
203 1 500 R
1 100 500 D
168 1 500 R
1 358 500 D
287 1 500 R
1 167 500 D
158 1 500 R
1 497 500 D
276 1 500 R
458 1 500 R
1 71 500 D
1 387 500 D
1 434 500 D
92 1 500 R
177 1 500 R
1 439 500 D
128 1 500 R
211 1 500 R
1 106 500 D
1 41 500 D
1 60 500 D
1 460 500 D
1 195 500 D
1 354 500 D
487 1 500 R
1 69 500 D
1 484 500 D
1 290 500 D
58 1 500 R
1 47 500 D
1 493 500 D
264 1 500 R
1 496 500 D
1 342 500 D
273 1 500 R
87 1 500 R
70 1 500 R
1 52 500 D
1 151 500 D
1 284 500 D
400 1 500 R
191 1 500 R
1 466 500 D
479 1 500 R
338 1 500 R
459 1 500 R
1 351 500 D
1 273 500 D
141 1 500 R
1 179 500 D
48 1 500 R
1 165 500 D
1 53 500 D
1 104 500 D
259 1 500 R
311 1 500 R
45 1 500 R
482 1 500 R
1 47 500 D
1 357 500 D
260 1 500 R
272 1 500 R
167 1 500 R
284 1 500 R
140 1 500 R
453 1 500 R
1 292 500 D
11 1 500 R
12 1 500 R
1 52 500 D
1 362 500 D
238 1 500 R
275 1 500 R
1 31 500 D
241 1 500 R
31 1 500 R
253 1 500 R
1 54 500 D
1 223 500 D
1 233 500 D
1 6 500 D
45 1 500 R
1 74 500 D
1 267 500 D
65 1 500 R
271 1 500 R
40 1 500 R
1 4 500 D
221 1 500 R
386 1 500 R
1 497 500 D
104 1 500 R
1 381 500 D
1 487 500 D
1 470 500 D
429 1 500 R
43 1 500 R
26 1 500 R
1 27 500 D
1 461 500 D
102 1 500 R
403 1 500 R
1 352 500 D
1 407 500 D
226 1 500 R
1 249 500 D
392 1 500 R
1 389 500 D
19 1 500 R
1 273 500 D
1 152 500 D
349 1 500 R
257 1 500 R
483 1 500 R
1 142 500 D
95 1 500 R
1 435 500 D
147 1 500 R
478 1 500 R
1 169 500 D
399 1 500 R
290 1 500 R
1 272 500 D
1 483 500 D
1 347 500 D
1 87 500 D
428 1 500 R
443 1 500 R
1 10 500 D
1 447 500 D
1 107 500 D
1 441 500 D
490 1 500 R
1 327 500 D
303 1 500 R
109 1 500 R
235 1 500 R
1 292 500 D
443 1 500 R
1 463 500 D
1 86 500 D
1 221 500 D
459 1 500 R
1 140 500 D
1 383 500 D
1 290 500 D
277 1 500 R
1 171 500 D
1 223 500 D
359 1 500 R
1 185 500 D
445 1 500 R
1 454 500 D
4 1 500 R
127 1 500 R
440 1 500 R
144 1 500 R
1 264 500 D
1 31 500 D
1 304 500 D
310 1 500 R
314 1 500 R
384 1 500 R
1 186 500 D
260 1 500 R
167 1 500 R
1 456 500 D
223 1 500 R
1 138 500 D
1 207 500 D
1 251 500 D
455 1 500 R
192 1 500 R
272 1 500 R
465 1 500 R
342 1 500 R
1 55 500 D
1 170 500 D
1 33 500 D
1 13 500 D
1 111 500 D
292 1 500 R
356 1 500 R
1 297 500 D
2 1 500 R
1 261 500 D
1 417 500 D
1 299 500 D
398 1 500 R
1 240 500 D
365 1 500 R
271 1 500 R
64 1 500 R
1 233 500 D
286 1 500 R
1 15 500 D
1 351 500 D
1 261 500 D
1 236 500 D
313 1 500 R
252 1 500 R
1 326 500 D
401 1 500 R
1 460 500 D
1 410 500 D
326 1 500 R
1 20 500 D
1 297 500 D
474 1 500 R
364 1 500 R
1 172 500 D
1 13 500 D
480 1 500 R
1 48 500 D
1 352 500 D
51 1 500 R
161 1 500 R
1 365 500 D
1 472 500 D
194 1 500 R
113 1 500 R
216 1 500 R
1 401 500 D
1 424 500 D
90 1 500 R
1 29 500 D
1 476 500 D
1 289 500 D
1 267 500 D
152 1 500 R
1 76 500 D
1 160 500 D
1 453 500 D
498 1 500 R
318 1 500 R
1 181 500 D
1 293 500 D
429 1 500 R
279 1 500 R
1 182 500 D
1 257 500 D
235 1 500 R
1 99 500 D
1 490 500 D
80 1 500 R
1 71 500 D
1 362 500 D
295 1 500 R
1 307 500 D
334 1 500 R
1 37 500 D
171 1 500 R
1 289 500 D
130 1 500 R
1 448 500 D
