500 481 7500
1 1 33 R
1 33 33 R
1 65 33 R
1 97 33 R
1 129 33 R
1 161 33 R
1 193 33 R
1 225 33 R
1 257 33 R
1 289 33 R
1 321 33 R
1 353 33 R
1 385 33 R
1 417 33 R
1 449 33 R
2 1 33 R
2 33 33 R
2 65 33 R
2 97 33 R
2 129 33 R
2 161 33 R
2 193 33 R
2 225 33 R
2 257 33 R
2 289 33 R
2 321 33 R
2 353 33 R
2 385 33 R
2 417 33 R
2 449 33 R
3 1 33 R
3 33 33 R
3 65 33 R
3 97 33 R
3 129 33 R
3 161 33 R
3 193 33 R
3 225 33 R
3 257 33 R
3 289 33 R
3 321 33 R
3 353 33 R
3 385 33 R
3 417 33 R
3 449 33 R
4 1 33 R
4 33 33 R
4 65 33 R
4 97 33 R
4 129 33 R
4 161 33 R
4 193 33 R
4 225 33 R
4 257 33 R
4 289 33 R
4 321 33 R
4 353 33 R
4 385 33 R
4 417 33 R
4 449 33 R
5 1 33 R
5 33 33 R
5 65 33 R
5 97 33 R
5 129 33 R
5 161 33 R
5 193 33 R
5 225 33 R
5 257 33 R
5 289 33 R
5 321 33 R
5 353 33 R
5 385 33 R
5 417 33 R
5 449 33 R
6 1 33 R
6 33 33 R
6 65 33 R
6 97 33 R
6 129 33 R
6 161 33 R
6 193 33 R
6 225 33 R
6 257 33 R
6 289 33 R
6 321 33 R
6 353 33 R
6 385 33 R
6 417 33 R
6 449 33 R
7 1 33 R
7 33 33 R
7 65 33 R
7 97 33 R
7 129 33 R
7 161 33 R
7 193 33 R
7 225 33 R
7 257 33 R
7 289 33 R
7 321 33 R
7 353 33 R
7 385 33 R
7 417 33 R
7 449 33 R
8 1 33 R
8 33 33 R
8 65 33 R
8 97 33 R
8 129 33 R
8 161 33 R
8 193 33 R
8 225 33 R
8 257 33 R
8 289 33 R
8 321 33 R
8 353 33 R
8 385 33 R
8 417 33 R
8 449 33 R
9 1 33 R
9 33 33 R
9 65 33 R
9 97 33 R
9 129 33 R
9 161 33 R
9 193 33 R
9 225 33 R
9 257 33 R
9 289 33 R
9 321 33 R
9 353 33 R
9 385 33 R
9 417 33 R
9 449 33 R
10 1 33 R
10 33 33 R
10 65 33 R
10 97 33 R
10 129 33 R
10 161 33 R
10 193 33 R
10 225 33 R
10 257 33 R
10 289 33 R
10 321 33 R
10 353 33 R
10 385 33 R
10 417 33 R
10 449 33 R
11 1 33 R
11 33 33 R
11 65 33 R
11 97 33 R
11 129 33 R
11 161 33 R
11 193 33 R
11 225 33 R
11 257 33 R
