500 500 501
1 1 500 R
1 1 490 D
1 1 301 D
1 1 443 D
1 1 78 D
1 1 314 D
1 1 274 D
1 1 87 D
1 1 204 D
1 1 455 D
1 1 180 D
1 1 196 D
1 1 194 D
1 1 244 D
1 1 359 D
1 1 348 D
1 1 54 D
1 1 340 D
1 1 461 D
1 1 331 D
1 1 346 D
1 1 446 D
1 1 258 D
1 1 69 D
1 1 371 D
1 1 177 D
1 1 471 D
1 1 185 D
1 1 321 D
1 1 45 D
1 1 270 D
1 1 179 D
1 1 130 D
1 1 229 D
1 1 258 D
1 1 284 D
1 1 193 D
1 1 9 D
1 1 145 D
1 1 447 D
1 1 281 D
1 1 40 D
1 1 440 D
1 1 87 D
1 1 422 D
1 1 204 D
1 1 420 D
1 1 250 D
1 1 310 D
1 1 120 D
1 1 225 D
1 1 500 D
1 1 294 D
1 1 139 D
1 1 269 D
1 1 83 D
1 1 406 D
1 1 300 D
1 1 91 D
1 1 132 D
1 1 101 D
1 1 424 D
1 1 221 D
1 1 241 D
1 1 368 D
1 1 83 D
1 1 123 D
1 1 293 D
1 1 2 D
1 1 102 D
1 1 233 D
1 1 382 D
1 1 304 D
1 1 42 D
1 1 51 D
1 1 487 D
1 1 201 D
1 1 146 D
1 1 229 D
1 1 278 D
1 1 70 D
1 1 191 D
1 1 29 D
1 1 112 D
1 1 254 D
1 1 433 D
1 1 31 D
1 1 216 D
1 1 119 D
1 1 463 D
1 1 69 D
1 1 211 D
1 1 59 D
1 1 148 D
1 1 389 D
1 1 428 D
1 1 157 D
1 1 136 D
1 1 205 D
1 1 276 D
1 1 494 D
1 1 204 D
1 1 411 D
1 1 62 D
1 1 109 D
1 1 256 D
1 1 464 D
1 1 354 D
1 1 7 D
1 1 386 D
1 1 414 D
1 1 226 D
1 1 5 D
1 1 175 D
1 1 205 D
1 1 115 D
1 1 86 D
1 1 359 D
1 1 310 D
1 1 393 D
1 1 102 D
1 1 174 D
1 1 208 D
1 1 33 D
1 1 108 D
1 1 470 D
1 1 152 D
1 1 373 D
1 1 78 D
1 1 489 D
1 1 448 D
1 1 121 D
1 1 419 D
1 1 98 D
1 1 32 D
1 1 228 D
1 1 496 D
1 1 358 D
1 1 325 D
1 1 188 D
1 1 180 D
1 1 286 D
1 1 257 D
1 1 359 D
1 1 430 D
1 1 11 D
1 1 114 D
1 1 136 D
1 1 370 D
1 1 386 D
1 1 161 D
1 1 28 D
1 1 126 D
1 1 106 D
1 1 177 D
1 1 478 D
1 1 165 D
1 1 272 D
1 1 232 D
1 1 303 D
1 1 353 D
1 1 9 D
1 1 204 D
1 1 3 D
1 1 361 D
1 1 122 D
1 1 305 D
1 1 417 D
1 1 41 D
1 1 73 D
1 1 395 D
1 1 125 D
1 1 324 D
1 1 362 D
1 1 357 D
1 1 368 D
1 1 498 D
1 1 220 D
1 1 273 D
1 1 127 D
1 1 294 D
1 1 183 D
1 1 469 D
1 1 260 D
1 1 17 D
1 1 405 D
1 1 221 D
1 1 228 D
1 1 359 D
1 1 349 D
1 1 272 D
1 1 406 D
1 1 93 D
1 1 198 D
1 1 499 D
1 1 329 D
1 1 237 D
1 1 45 D
1 1 435 D
1 1 158 D
1 1 9 D
1 1 264 D
1 1 441 D
1 1 493 D
1 1 50 D
1 1 172 D
1 1 347 D
1 1 231 D
1 1 266 D
1 1 304 D
1 1 499 D
1 1 217 D
1 1 480 D
1 1 203 D
1 1 42 D
1 1 419 D
1 1 343 D
1 1 493 D
1 1 273 D
1 1 34 D
1 1 128 D
1 1 282 D
1 1 302 D
1 1 120 D
1 1 146 D
1 1 457 D
1 1 245 D
1 1 63 D
1 1 487 D
1 1 433 D
1 1 37 D
1 1 345 D
1 1 92 D
1 1 490 D
1 1 87 D
1 1 231 D
1 1 210 D
1 1 432 D
1 1 336 D
1 1 465 D
1 1 425 D
1 1 245 D
1 1 439 D
1 1 493 D
1 1 366 D
1 1 414 D
1 1 486 D
1 1 286 D
1 1 27 D
1 1 67 D
1 1 182 D
1 1 32 D
1 1 94 D
1 1 185 D
1 1 301 D
1 1 22 D
1 1 430 D
1 1 437 D
1 1 483 D
1 1 417 D
1 1 203 D
1 1 8 D
1 1 145 D
1 1 494 D
1 1 268 D
1 1 66 D
1 1 222 D
1 1 472 D
1 1 59 D
1 1 337 D
1 1 98 D
1 1 157 D
1 1 139 D
1 1 403 D
1 1 96 D
1 1 448 D
1 1 263 D
1 1 455 D
1 1 255 D
1 1 349 D
1 1 159 D
1 1 218 D
1 1 103 D
1 1 270 D
1 1 238 D
1 1 26 D
1 1 330 D
1 1 100 D
1 1 55 D
1 1 444 D
1 1 47 D
1 1 388 D
1 1 268 D
1 1 434 D
1 1 136 D
1 1 374 D
1 1 470 D
1 1 184 D
1 1 447 D
1 1 344 D
1 1 293 D
1 1 298 D
1 1 313 D
1 1 63 D
1 1 256 D
1 1 370 D
1 1 340 D
1 1 24 D
1 1 225 D
1 1 453 D
1 1 168 D
1 1 348 D
1 1 116 D
1 1 53 D
1 1 232 D
1 1 359 D
1 1 228 D
1 1 356 D
1 1 164 D
1 1 85 D
1 1 292 D
1 1 496 D
1 1 356 D
1 1 403 D
1 1 139 D
1 1 180 D
1 1 449 D
1 1 211 D
1 1 282 D
1 1 57 D
1 1 378 D
1 1 498 D
1 1 444 D
1 1 246 D
1 1 186 D
1 1 135 D
1 1 443 D
1 1 33 D
1 1 213 D
1 1 49 D
1 1 175 D
1 1 473 D
1 1 175 D
1 1 39 D
1 1 429 D
1 1 415 D
1 1 263 D
1 1 477 D
1 1 65 D
1 1 485 D
1 1 320 D
1 1 101 D
1 1 144 D
1 1 369 D
1 1 426 D
1 1 384 D
1 1 418 D
1 1 176 D
1 1 381 D
1 1 404 D
1 1 402 D
1 1 363 D
1 1 335 D
1 1 297 D
1 1 52 D
1 1 443 D
1 1 231 D
1 1 383 D
1 1 74 D
1 1 451 D
1 1 409 D
1 1 40 D
1 1 350 D
1 1 122 D
1 1 442 D
1 1 383 D
1 1 386 D
1 1 14 D
1 1 432 D
1 1 470 D
1 1 240 D
1 1 152 D
1 1 428 D
1 1 17 D
1 1 16 D
1 1 56 D
1 1 482 D
1 1 53 D
1 1 199 D
1 1 362 D
1 1 315 D
1 1 149 D
1 1 460 D
1 1 487 D
1 1 415 D
1 1 496 D
1 1 111 D
1 1 159 D
1 1 317 D
1 1 500 D
1 1 35 D
