500 500 249500
1 1 2 D
2 1 2 D
3 1 2 D
4 1 2 D
5 1 2 D
6 1 2 D
7 1 2 D
8 1 2 D
9 1 2 D
10 1 2 D
11 1 2 D
12 1 2 D
13 1 2 D
14 1 2 D
15 1 2 D
16 1 2 D
17 1 2 D
18 1 2 D
19 1 2 D
20 1 2 D
21 1 2 D
22 1 2 D
23 1 2 D
24 1 2 D
25 1 2 D
26 1 2 D
27 1 2 D
28 1 2 D
29 1 2 D
30 1 2 D
31 1 2 D
32 1 2 D
33 1 2 D
34 1 2 D
35 1 2 D
36 1 2 D
37 1 2 D
38 1 2 D
39 1 2 D
40 1 2 D
41 1 2 D
42 1 2 D
43 1 2 D
44 1 2 D
45 1 2 D
46 1 2 D
47 1 2 D
48 1 2 D
49 1 2 D
50 1 2 D
51 1 2 D
52 1 2 D
53 1 2 D
54 1 2 D
55 1 2 D
56 1 2 D
57 1 2 D
58 1 2 D
59 1 2 D
60 1 2 D
61 1 2 D
62 1 2 D
63 1 2 D
64 1 2 D
65 1 2 D
66 1 2 D
67 1 2 D
68 1 2 D
69 1 2 D
70 1 2 D
71 1 2 D
72 1 2 D
73 1 2 D
74 1 2 D
75 1 2 D
76 1 2 D
77 1 2 D
78 1 2 D
79 1 2 D
80 1 2 D
81 1 2 D
82 1 2 D
83 1 2 D
84 1 2 D
85 1 2 D
86 1 2 D
87 1 2 D
88 1 2 D
89 1 2 D
90 1 2 D
91 1 2 D
92 1 2 D
93 1 2 D
94 1 2 D
95 1 2 D
96 1 2 D
97 1 2 D
98 1 2 D
99 1 2 D
100 1 2 D
101 1 2 D
102 1 2 D
103 1 2 D
104 1 2 D
105 1 2 D
106 1 2 D
107 1 2 D
108 1 2 D
109 1 2 D
110 1 2 D
111 1 2 D
112 1 2 D
113 1 2 D
114 1 2 D
115 1 2 D
116 1 2 D
117 1 2 D
118 1 2 D
119 1 2 D
120 1 2 D
121 1 2 D
122 1 2 D
123 1 2 D
124 1 2 D
125 1 2 D
126 1 2 D
127 1 2 D
128 1 2 D
129 1 2 D
130 1 2 D
131 1 2 D
132 1 2 D
133 1 2 D
134 1 2 D
135 1 2 D
136 1 2 D
137 1 2 D
138 1 2 D
139 1 2 D
140 1 2 D
141 1 2 D
142 1 2 D
143 1 2 D
144 1 2 D
145 1 2 D
146 1 2 D
147 1 2 D
148 1 2 D
149 1 2 D
150 1 2 D
151 1 2 D
152 1 2 D
153 1 2 D
154 1 2 D
155 1 2 D
156 1 2 D
157 1 2 D
158 1 2 D
159 1 2 D
160 1 2 D
161 1 2 D
162 1 2 D
163 1 2 D
164 1 2 D
165 1 2 D
166 1 2 D
167 1 2 D
168 1 2 D
169 1 2 D
170 1 2 D
171 1 2 D
172 1 2 D
173 1 2 D
174 1 2 D
175 1 2 D
176 1 2 D
177 1 2 D
178 1 2 D
179 1 2 D
180 1 2 D
181 1 2 D
182 1 2 D
183 1 2 D
184 1 2 D
185 1 2 D
186 1 2 D
187 1 2 D
188 1 2 D
189 1 2 D
190 1 2 D
191 1 2 D
192 1 2 D
193 1 2 D
194 1 2 D
195 1 2 D
196 1 2 D
197 1 2 D
198 1 2 D
199 1 2 D
200 1 2 D
201 1 2 D
202 1 2 D
203 1 2 D
204 1 2 D
205 1 2 D
206 1 2 D
207 1 2 D
208 1 2 D
209 1 2 D
210 1 2 D
211 1 2 D
212 1 2 D
213 1 2 D
214 1 2 D
215 1 2 D
216 1 2 D
