499 499 179
251 262 13 D
17 68 13 U
452 143 13 R
15 291 13 U
128 477 13 U
238 9 13 U
77 278 13 R
366 284 13 L
453 27 13 D
278 186 13 L
431 302 13 R
59 275 13 D
465 241 13 D
282 150 13 L
199 475 13 R
469 10 13 U
218 404 13 R
248 467 13 L
84 190 13 U
85 91 13 U
16 453 13 U
408 127 13 R
322 152 13 R
459 187 13 R
102 210 13 R
311 152 13 U
161 169 13 R
188 167 13 L
23 298 13 D
47 292 13 D
95 143 13 L
114 210 13 U
401 369 13 L
28 161 13 U
49 275 13 L
222 45 13 D
27 360 13 R
230 168 13 U
102 369 13 L
385 219 13 D
183 340 13 U
127 431 13 L
177 95 13 U
348 27 13 D
174 157 13 U
268 366 13 R
460 392 13 R
125 407 13 L
386 16 13 L
476 45 13 L
184 89 13 U
83 54 13 U
210 121 13 R
130 463 13 R
384 244 13 D
220 2 13 U
69 381 13 R
347 493 13 L
258 46 13 U
474 214 13 D
469 421 13 U
102 454 13 D
348 34 13 R
53 169 13 L
371 212 13 L
228 445 13 U
176 426 13 D
453 456 13 R
228 79 13 U
337 197 13 L
359 22 13 D
156 198 13 R
356 68 13 R
488 169 13 R
228 196 13 L
23 83 13 D
269 485 13 L
465 306 13 U
21 73 13 R
384 308 13 U
137 360 13 R
194 427 13 U
162 219 13 R
288 484 13 R
290 59 13 D
49 160 13 D
101 328 13 R
41 358 13 R
20 472 13 L
284 495 13 L
208 190 13 D
14 78 13 U
263 66 13 R
206 98 13 D
448 240 13 R
308 90 13 R
456 165 13 U
56 375 13 U
23 429 13 R
75 447 13 D
148 320 13 U
230 394 13 D
498 152 13 L
446 440 13 L
131 157 13 L
269 225 13 R
169 295 13 D
7 168 13 L
419 96 13 U
219 391 13 D
106 318 13 U
410 42 13 U
214 382 13 R
431 238 13 D
364 158 13 L
457 182 13 L
79 489 13 L
457 58 13 L
15 218 13 L
91 55 13 U
227 194 13 L
351 71 13 R
396 145 13 D
457 403 13 L
113 32 13 L
16 15 13 U
472 23 13 R
64 238 13 U
179 406 13 U
222 465 13 L
155 311 13 U
353 471 13 U
52 385 13 D
304 271 13 U
352 18 13 U
400 157 13 L
457 472 13 R
282 313 13 R
261 324 13 D
151 25 13 D
312 495 13 L
312 67 13 L
441 207 13 R
305 210 13 D
205 465 13 D
316 224 13 R
22 322 13 R
404 112 13 L
128 289 13 L
49 413 13 L
259 434 13 R
196 395 13 R
157 113 13 L
158 183 13 U
335 222 13 L
110 133 13 R
234 459 13 L
308 15 13 L
273 100 13 U
187 286 13 R
409 263 13 D
140 239 13 U
193 195 13 U
281 72 13 L
334 366 13 R
300 463 13 D
43 415 13 U
80 79 13 D
76 419 13 D
40 258 13 U
127 270 13 L
334 130 13 R
159 125 13 R
382 423 13 L
61 148 13 R
398 156 13 U
112 362 13 D
136 435 13 U
345 374 13 R
