499 499 50001
80 220 3 D
135 265 3 U
176 483 3 R
121 96 3 R
370 60 3 D
97 496 3 L
335 267 3 L
321 372 3 R
43 134 3 U
164 95 3 R
462 32 3 R
188 412 3 L
22 147 3 D
279 486 3 U
23 4 3 D
354 103 3 U
421 345 3 L
382 314 3 U
195 57 3 D
314 469 3 R
284 416 3 L
419 460 3 R
377 146 3 L
17 272 3 U
242 11 3 R
366 63 3 R
63 387 3 D
74 118 3 L
299 370 3 L
64 417 3 U
434 314 3 L
138 78 3 D
400 100 3 D
214 239 3 D
385 23 3 U
49 35 3 R
168 434 3 D
232 85 3 U
487 324 3 R
203 242 3 U
489 234 3 R
352 175 3 D
294 16 3 L
277 92 3 L
438 168 3 L
251 393 3 D
298 150 3 D
249 122 3 U
321 415 3 L
321 202 3 L
246 237 3 R
363 360 3 D
93 449 3 R
427 274 3 R
78 152 3 R
146 120 3 D
134 82 3 D
154 483 3 R
440 316 3 D
450 449 3 R
17 79 3 D
340 496 3 D
434 35 3 D
247 410 3 D
337 5 3 D
476 119 3 D
347 50 3 R
324 397 3 D
43 327 3 D
457 335 3 L
305 199 3 L
320 17 3 D
269 188 3 L
332 191 3 D
126 141 3 L
185 439 3 U
11 491 3 U
319 318 3 R
90 182 3 R
398 388 3 D
7 61 3 L
353 29 3 R
148 306 3 D
206 212 3 L
475 223 3 R
240 148 3 U
197 162 3 L
18 250 3 D
86 270 3 U
257 426 3 L
101 358 3 D
401 83 3 U
27 69 3 L
334 12 3 U
225 368 3 R
373 365 3 D
436 322 3 U
192 496 3 U
210 99 3 D
417 467 3 R
366 311 3 U
371 348 3 L
136 149 3 R
413 337 3 L
91 32 3 L
127 448 3 U
319 399 3 R
31 426 3 L
413 244 3 U
148 130 3 R
16 454 3 L
276 459 3 R
206 92 3 R
42 317 3 D
499 253 3 U
326 388 3 R
189 11 3 L
252 112 3 U
172 50 3 L
351 336 3 U
293 157 3 L
121 438 3 R
272 485 3 U
24 113 3 L
412 126 3 R
346 184 3 L
45 301 3 L
269 75 3 R
430 99 3 D
261 430 3 U
275 268 3 L
41 194 3 L
124 141 3 U
